PGR,Aggregat,Hst.,Zweckbestimmung,FKZ,BKZ,FBZ,Anschlag 2016,VE Anschlag 2016,Anschlag 2017,VE-Anschlag 2017
71.90.01,AUSG.VINVE,0700.98141-0,"An Hst. 0950/381 41-8, Erstattung von Kosten im Zusammenhang mit der elektr. Arbeitszeiterfassung ",892,700,,0,0,0,0
71.90.01,AUSG.VKONS,0700.98401-0,An Hst. 3700/384 01-1 für die Wahrnehmung von Landesaufgaben ,892,700,,0,0,0,0
71.90.01,EINN.KONSU,0701.11906-1,Erstattungen / Rückzahlungen von Zuwendungen  ,011,700,,0,,0,
71.90.01,AUSG.PERS,0701.42209-0,Nachversicherung für ausgeschiedene Beamte (Produktplan Wirtschaft) ,012,700,925,0,0,0,0
81.01.02,AUSG.PERS,0701.42219-8,Nachversicherung für ausgeschiedene Beamte (Produktplan Häfen) ,011,700,925,0,0,0,0
71.90.01,AUSG.PERS,0701.42290-2,Nachversicherungen für ausgeschiedene Beamtinnen und Beamte (Zentrale Dienste) ,012,700,925,"58,000",0,"58,590",0
71.90.01,AUSG.PERS,0701.43229-0,"Versorgungsbezüge der Beamteninnen, Beamten im einstweiligen Ruhestand ",011,700,925,"45,740",0,"46,240",0
92.02.01,AUSG.PERS,0701.43271-1,Versorgungsbezüge der Beamten (Produktplan Wirtschaft) ,018,900,925,"2,179,820",0,"2,262,300",0
92.02.01,AUSG.PERS,0701.43281-9,Versorgungsbezüge der Beamten (Produktplan Häfen) ,018,900,925,"1,259,050",0,"1,238,610",0
92.02.01,AUSG.PERS,0701.43571-0,Versorgungsbezüge der Angestellten (Produktplan Wirtschaft) ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0701.43581-8,Versorgungsbezüge der Angestellten (Produktplan Häfen) ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0701.43671-7,Versorgungsbezüge nach dem Bremischen Ruhelohngesetz (Produktplan Wirtschaft) ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0701.43681-4,Versorgungsbezüge nach dem Bremischen Ruhelohngesetz (Produktplan Häfen) ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0701.43871-0,Versorgungsbezüge der Arbeitnehmerinnen und Arbeitnehmer (Produktplan Wirtschaft) ,018,900,925,"27,070",0,"26,300",0
92.02.01,AUSG.PERS,0701.43881-7,Versorgungsbezüge der Arbeitnehmerinnen und Arbeitnehmer (Produktplan Häfen) ,018,900,925,"108,870",0,"105,770",0
71.01.01,AUSG.PERS,0701.44111-7,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Mittelstand/Industrie/Außenhandel) ",841,700,928,"27,330",0,"28,150",0
71.01.02,AUSG.PERS,0701.44112-5,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Innovation/Technologie) ",841,700,928,"13,110",0,"13,510",0
71.01.04,AUSG.PERS,0701.44114-1,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Gewerbeflächen/Regionalplanung) ",841,700,928,"22,170",0,"22,840",0
71.01.06,AUSG.PERS,0701.44116-8,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Dienstleistungsförd./Tourismus/Zentren) ",841,700,928,"17,730",0,"18,260",0
71.01.07,AUSG.PERS,0701.44117-6,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Wirtschaftsförderung Bremerhaven) ",841,700,928,0,0,0,0
71.01.08,AUSG.PERS,0701.44118-4,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (EU-Programme/Planung) ",841,700,928,0,0,0,0
71.01.04,AUSG.PERS,0701.44154-0,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Gewerbeflächen/Regionalplanung) -refi.- ",841,700,928,0,0,0,0
71.01.07,AUSG.PERS,0701.44157-5,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Wirtschaftsförderung Bremerhaven)-refi.- ",841,700,928,0,0,0,0
71.01.08,AUSG.PERS,0701.44158-3,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (EU-Programme/Planung) -refinanziert- ",841,700,928,0,0,0,0
71.90.01,AUSG.PERS,0701.44171-0,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Produktplan Wirtschaft) ",841,700,928,0,0,0,0
71.90.01,AUSG.PERS,0701.44172-9,Beihilfen (Sekt. Wirtschaftsförd. / Sonstiges)  ,841,700,928,0,0,0,0
81.01.02,AUSG.PERS,0701.44173-7,Beihilfen (Senatorische Angelegenheiten Häfen)  ,841,700,928,0,0,0,0
81.01.02,AUSG.PERS,0701.44181-8,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Produktplan Häfen) ",841,700,928,0,0,0,0
71.90.01,AUSG.PERS,0701.44190-7,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (Zentrale Dienste) ",841,700,928,"187,650",0,"193,270",0
92.02.01,AUSG.PERS,0701.44671-2,Beihilfen für Versorgungsempfänger und dgl. (Produktplan Wirtschaft) ,018,900,928,"212,040",0,"220,720",0
92.02.01,AUSG.PERS,0701.44681-0,Beihilfen für Versorgungsempfänger und dgl. (Produktplan Häfen) ,018,900,928,"157,190",0,"163,630",0
71.02.01,AUSG.KONSU,0701.63211-7,Kostenanteil am gemeinsamen Prüfungsamt für Wirtschaftsprüfer ,511,700,,0,0,0,0
71.90.01,AUSG.KONSU,0701.63212-5,Wahrnehmung bergbehördlicher Aufgaben für das LBEG Niedersachsen ,611,700,,"7,400",0,"7,400",0
71.90.01,AUSG.KONSU,0701.63219-2,Kostenanteil an der Geschäftsführung der Wirtschafts- und Verkehrsministerkonferenz ,011,700,,"1,600",0,"1,600",0
71.90.01,AUSG.KONSU,0701.68502-4,Mitgliedsbeiträge  ,651,700,,"19,000",0,"19,000",0
71.02.01,EINN.KONSU,0702.11101-3,Verwaltungsgebühren  ,521,700,,0,,0,
71.02.01,EINN.KONSU,0702.11906-5,Erstattungen / Rückzahlungen von Zuwendungen  ,521,700,,0,,0,
71.02.01,EINN.KONSU,0702.16210-6,Zinsen auf zurückgeforderte Zuschüsse  ,521,700,,0,,0,
71.02.01,EINN.KONSU,0702.23110-8,"Vom Bund, Entwicklung ländlicher Raum/GAK  ",521,700,,0,,0,
71.02.01,EINN.INVES,0702.33121-8,"Vom Bund, Entwicklung ländlicher Raum/GAK  ",521,700,,0,,0,
71.02.01,EINN.INVES,0702.33135-8,Vom Bund für die GAK (Sonstige Bereiche)  ,521,700,,0,,0,
71.02.01,EINN.INVES,0702.34622-3,Zuschüsse für Investitionen von der EU  ,522,700,,0,,0,
71.02.01,EINN.EKONS,0702.38079-0,"Von Hst. 0629/980 10-5, Anteil an der Kosten- erstattung Niedersachsen (Staatsvertrag) ",892,700,,0,,0,
71.02.01,AUSG.KONSU,0702.53101-2,Kosten für Untersuchungen  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.53110-1,Beteiligung an Messen und Ausstellungen  ,522,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.53120-9,Kosten f. EDV-Programme in d. Ernährungswirtschaft  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.53177-2, Kosten für die Ernährungswirtschafts-  meldeverordnung ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.53178-0,Kosten für die Düngemittelkontrolle  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.53179-9,Kosten im Zsh. mit der Abwicklung des EAGFL  ,521,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.63179-3,Zuweisungen an den Bund  ,522,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.63217-0,Kostenanteil an das staatliche Fischereiamt Bremerhaven ,512,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.63219-6,Kostenanteil an der Hochsee-Enquete  ,532,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.63250-1,"Zuweisungen an Niedersachsen, Entwicklung ländlicher Raum (GAK) ",521,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.63279-0,Kostenerstattung an Niedersachsen für die Abwicklung von Förderprogrammen ,521,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.66250-8,"Zinsverbilligungen, Entwicklung ländlicher Raum (GAK) ",521,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.67115-9,Förderung der Extensivierungsberatung  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.67116-7,Förderung der Wirtschaftsberatung auf dem Lande  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.67117-5,Förderung der Gartenbauberatung  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.67119-1,"Qualitätskontrollen für Obst, Gemüse und Kartoffeln ",511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68119-7,Extensivierungsmaßnahmen  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68310-6,"Konsumtive Maßnahmen, Entwicklung ländlicher Raum (GAK) ",521,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68369-6,Entschädigungen für Tierverluste  ,522,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68383-1,Förderung der Landwirtschaft und Tierzucht  ,523,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68410-2,Förderung der Verbraucherunterrichtung und Ernährungsberatung ,651,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68420-0,Zuschuss aufgrund des Rennwett- und Lotteriegesetzes ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68450-1,Zuschuss an die Verbraucherzentrale des Landes Bremen e.V.  -Sachkosten- ,651,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68451-0,Zuschuss an die Verbraucherzentrale des Landes Bremen e.V.  -Personalkosten- ,651,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68452-8,Zuschuss an die Verbraucherzentrale des Landes Bremen e.V. - Projektförderung - ,651,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68583-4,Förderung der Landwirtschaft und Tierzucht  ,511,700,,0,0,0,0
71.02.01,AUSG.KONSU,0702.68680-6,Zuschuß an den Arbeitskreis Betriebswirtschaft und Gartenbau ,522,700,,0,0,0,0
71.02.01,AUSG.INVES,0702.88250-8,"Zuweisungen an Niedersachsen, Entwicklung ländlicher Raum (GAK) ",521,700,,0,0,0,0
71.02.01,AUSG.VKONS,0702.98015-1,An Hst. 0515/380 11-6 und 0515/380 12-4 für die Durchführung der Qualitätskontrollen ,892,700,,0,0,0,0
71.02.01,AUSG.VKONS,0702.98090-9,An Hst. 0501/380 90-3 für die Durchführung der Verbraucherschutzministerkonferenz ,892,700,,0,0,0,0
71.01.02,EINN.KONSU,0703.27110-3,Einnahmen zur Förderung des bremischen Innovationsprogramms ,692,700,,0,,0,
71.01.02,EINN.KONSU,0703.27220-7,Von der EU zur Förderung neuer Technologien  ,635,700,,0,,0,
71.01.02,EINN.KONSU,0703.28117-6,Einnahmen zur Förderung von Transferstellen  ,635,700,,0,,0,
71.01.02,AUSG.KONSU,0703.53110-5,Kosten für Untersuchungen im Rahmen des bremischen Innovationsprogramms ,635,700,,"100,000",0,"100,000",0
71.01.02,AUSG.KONSU,0703.66110-6,Zinsausgaben an öffentliche Unternehmen und Einrichtungen ,635,700,,0,0,0,0
71.01.01,AUSG.KONSU,0703.68292-8,An die WFB für Management der Technologiezentren u.a. ,635,700,,0,0,0,0
71.01.02,AUSG.KONSU,0703.68310-0,Zuschuss an die Jacobs Universität Bremen  ,532,700,,"3,000,000",0,"3,000,000",0
71.01.02,AUSG.KONSU,0703.68617-6,Förderung von Transferstellen  ,635,700,,"215,000",0,"465,000",0
71.01.02,AUSG.KONSU,0703.68620-6,Förderung neuer Technologien  ,635,700,,"225,000",0,"250,000",0
71.01.02,AUSG.KONSU,0703.68621-4,Förderung der Kreativwirtschaft  ,635,700,,0,0,0,0
71.01.02,AUSG.KONSU,0703.68623-0,"Förderung des Wissens- und Technologietransfers, von Innovationen und Kreativwirtschaft ",165,700,,"1,840,100","1,000,000","2,442,500","1,000,000"
71.01.02,AUSG.KONSU,0703.68630-3,"Zuwendungen an die ""Nordmedia"" für Zwecke der kulturwirtschaftlichen Filmförderung ",187,700,,"767,000",0,"767,000",0
71.01.02,AUSG.KONSU,0703.68646-0,Förderung anwendungsorientierter Forschungs- einrichtungen (FuE) ,165,700,,"399,600","500,000","399,700","500,000"
71.01.02,AUSG.KONSU,0703.68657-5,Anlaufkosten (FuE) -konsumtiv-  ,165,700,,0,0,0,0
71.01.02,AUSG.INVES,0703.89120-9,Investitionszuschüsse für Innovations- förderung ,692,700,,"30,000",0,"25,000",0
71.01.02,AUSG.INVES,0703.89130-6,Investitionszuschüsse für die Kreativwirtschaft  ,692,700,,0,0,0,0
71.01.02,AUSG.INVES,0703.89260-4,Investitionszuschüsse für Hochschulbaumaßnahmen  ,133,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98011-2,An andere Kapitel für betriebliche Innovationsförderung (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VINVE,0703.98012-0,An andere Kapitel für betriebliche Innovationsförderung (investiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98020-1,An andere Kapitel für die Förderung neuer Technologien (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98046-5,An andere Kapitel für die Förderung anwendungs- orientierter Forschungseinrichtungen (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98056-2,An andere Kapitel für Anlaufkosten (FuE) (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98075-9,"An Hst. 0700/380 75-0, Erstattung von Personal- ausgaben ",892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98111-9,An andere Kapitel für betriebliche Innovationsförderung (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VINVE,0703.98112-7,An andere Kapitel für betriebliche Innovationsförderung (investiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98120-8,An andere Kapitel für die Förderung neuer Technologien (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98146-1,An andere Kapitel für die Förderung anwendungs- orientierter Forschungseinrichtungen (konsumtiv) ,892,700,,0,0,0,0
71.01.02,AUSG.VKONS,0703.98156-9,An andere Kapitel für Anklaufkosten (FuE) (konsumtiv) ,892,700,,0,0,0,0
71.01.01,AUSG.KONSU,0704.53115-0,Untersuchungen im Rahmen des MIP  ,651,700,,0,0,"40,000",0
71.01.01,AUSG.KONSU,0704.68210-7,Außenwirtschaftliche Infrastruktur  ,681,700,,"80,000",0,"80,000",0
71.01.01,AUSG.KONSU,0704.68212-3,Kosten für Geschäftsbesorgung (Außenwirtschaft)  ,681,700,,0,0,0,0
71.01.01,AUSG.KONSU,0704.68250-6,Förderung von Gewerbe- und Dienstleistungszentren  ,681,700,,0,0,0,0
71.01.01,AUSG.KONSU,0704.68320-0,Förderung von Existenzgründungen  ,691,700,,0,0,0,0
71.01.01,AUSG.KONSU,0704.68510-6,Mittelstands- und Existenzgründungsoffensiven  ,691,700,,"178,500",0,"178,500","1,830,000"
71.01.01,AUSG.INVES,0704.89120-2,Zuschüsse zur Verbesserung der Wirtschaftsstruktur ,691,700,,0,0,0,0
71.01.01,AUSG.INVES,0704.89135-0,Darlehensverpflichtung Musical (Anschlußfinanzierung) ,691,700,,"1,343,000",0,"1,343,000",0
71.01.01,AUSG.VKONS,0704.98010-8,An Hst. 0305/380 40-7 für Mittelstandsförderung  ,892,700,,0,0,0,0
71.01.07,EINN.INVES,0706.33120-4,Vom Bund für Zuschüsse zur Verbesserung der Marktstruktur (GAK) ,532,700,,"150,000",,"150,000",
71.01.07,EINN.INVES,0706.34628-7,Von der EU für Maßnahmen des Programms FIAF  ,532,700,,0,,0,
71.01.07,EINN.INVES,0706.34629-5,Von der EU für das Fischereiprogramm EFF  ,532,700,,0,,0,
71.01.07,EINN.INVES,0706.34630-9,Von der EU f. das Fischereiprogramm EMFF 2014-2020  ,532,700,,0,,"200,000",
71.01.07,EINN.INVES,0706.38720-0,"Von Hst. 6651/987 01, Rückzahlung nicht verbrauch- ter Mittel für Infrastrukturmaßnahmen -investiv- ",891,700,,0,,0,
71.01.07,EINN.INVES,0706.38721-8,"Von Hst. 6782/987 01, Rückzahlung nicht verbrauch- ter Mittel für Infrastrukturmaßnahmen -investiv- ",891,700,,0,,0,
71.01.07,AUSG.KONSU,0706.52610-2,Gutachten und Untersuchungen  ,692,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.53125-4,Kosten für die Abwicklung des EU-Programms FIAF  ,532,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.53127-0,Kosten für die Abwicklung des EU-Programms EFF  ,532,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.53130-0,Kosten für die Abwicklung des EU-Programms EMFF  ,532,700,,"100,000",0,"70,000",0
71.01.07,AUSG.ZINSE,0706.56422-5,Zinsen für Projekte 9602-L und 9922-L Kommunale Projekte und Innenstadtprogramm Brhv. ,831,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.63230-1,Kostenanteil an das staatliche Fischereiamt Bremerhaven ,512,700,,"150,000",0,"150,000",0
71.01.07,AUSG.KONSU,0706.63231-0,Kostenanteil an der Hochsee-Enquete  ,532,700,,100,0,100,0
71.01.07,AUSG.KONSU,0706.63410-0,An das Sondervermögen Gewerbeflächen (Bremerhaven) -Sachkosten- ,813,700,,"280,000",0,"280,000",0
71.01.07,AUSG.KONSU,0706.63411-8,An das Sondervermögen Gewerbeflächen (Bremerhaven) -Personalkosten- ,813,700,,"380,000",0,"380,000",0
71.01.07,AUSG.KONSU,0706.68211-2,Zuschuss an die BRIG-Betreibergesellschaft  ,691,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.68231-7,Zuschüsse zur Verbesserung der Wirtschaftsstruktur  ,691,700,,"100,000",0,"100,000",0
71.01.07,AUSG.KONSU,0706.68250-3,Zuschuss an die BIS  -Sachkosten-  ,692,700,,"260,000",0,"260,000",0
71.01.07,AUSG.KONSU,0706.68251-1,Zuschuss an die BIS  -Personalkosten-  ,692,700,,"890,000",0,"895,000",0
71.01.07,AUSG.KONSU,0706.68320-8,Zuschuss an das Institut für Fischqualität -Sachkosten- ,532,700,,0,0,0,0
71.01.01,AUSG.KONSU,0706.68321-6,Zuschuss an das Institut für Fischqualität -Personalkosten- ,532,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.68340-2,Förderung von überregional bedeutsamen Veranstaltungen in Bremerhaven ,651,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.68411-5,An den Verein zur Förderung des Technologie- transfers an der Hochschule Bremerhaven e.V. (TTZ)  -Sachkosten-,692,700,,"265,000",0,"265,000",0
71.01.07,AUSG.KONSU,0706.68412-3,An den Verein zur Förderung des Technologie- transfers an der Hochschule Bremerhaven e.V. (TTZ)  -Personalkosten-,692,700,,"399,000",0,"399,000",0
71.01.07,AUSG.KONSU,0706.68640-1,Förderung von Marketingprojekten in Bremerhaven  ,651,700,,0,"1,000,000",0,"800,000"
71.01.07,AUSG.INVES,0706.89120-0,Zuschüsse für die infrastrukturelle Erschließung  ,692,700,,"33,000","2,500,000","33,000","2,500,000"
71.01.07,AUSG.INVES,0706.89121-8,Infrastrukturmaßnahmen in Bremerhaven  ,692,700,,"9,139,000","10,000,000","81,000","10,000,000"
71.01.07,AUSG.INVES,0706.89122-6,Dt. Schifffahrtsmuseum  ,692,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89126-9,Schuldendiensthilfen an die BIS (Tilgung für Pro- jekte 9602-L und 9922-L) ,831,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89129-3,EU-Fischereifonds (EFF) 2007-2013  ,532,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89130-7,EU-Fischereifonds (EMFF) 2014-2020  ,532,700,,"500,000","2,500,000","500,000","2,500,000"
71.01.07,AUSG.INVES,0706.89150-1,Zuschuss an die BIS für Investitionen  ,692,700,,"550,000",0,"550,000",0
71.01.07,AUSG.INVES,0706.89160-9,Erschließung Fischereihafen  ,692,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89165-0,Masterplan Fischereihafen  ,692,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89175-7,Erschließung Carl-Schurz-Gelände  ,692,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89190-0,Wirtschaftsförderung Bremerhaven -GAK- (BIS)  ,532,700,,"250,000",0,"250,000",0
71.01.07,AUSG.INVES,0706.89225-7,Investive Landeszuschüsse  ,691,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89228-1,"Zuschüsse für Maßnahmen im Rahmen des EU-Programms ""FIAF"" ",532,700,,0,0,0,0
71.01.01,AUSG.INVES,0706.89240-0,Modernisierung des Kreuzfahrtterminals  ,731,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.89311-3,Zuschuss an das TTZ für Investitionen  ,692,700,,"20,000",0,"20,000",0
71.01.07,AUSG.RUECK,0706.91910-4,Zuführung an die Sonderrücklage Fischereiprogramm EFF ,851,700,901,0,0,0,0
71.01.01,AUSG.RUECK,0706.91911-2,Zuführung an die Sonderrücklage Fischereiprogramm EMFF 2014 - 2020 ,851,700,901,0,0,0,0
71.01.01,AUSG.VKONS,0706.98016-4,An Hst. 0290/380 31-6 für Anlaufkosten FuE (konsumtiv) ,892,700,,0,0,0,0
71.01.01,AUSG.VINVE,0706.98018-0,An Hst. 0290/380 31-6 für Anlaufkosten FuE (investiv) ,892,700,,0,0,0,0
71.01.07,AUSG.VINVE,0706.98020-2,"An Hst. 0700/380 75-0, Erstattung von Personal- ausgaben OTB (investiv) ",892,700,,0,0,0,0
71.01.07,AUSG.VINVE,0706.98029-6,"An Hst. 0700/380 75-0, Erstattung von Personal- ausgaben EFF (investiv) ",892,700,,0,0,0,0
71.01.07,AUSG.VINVE,0706.98120-9,"An Hst. 0700/381 57-9, Erstattung von Personal- ausgaben OTB (investiv) ",892,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.98520-4,An Hst. 6782/385 05 und 11 für Infrastruktur- maßnahmen (investiv) ,891,700,,0,0,0,0
71.01.07,AUSG.KONSU,0706.98531-0,An Hst. 6782/385 04 für die Flugplatzbetriebs- gesellschaft mbH (konsumtiv) ,891,700,,"143,000",0,"143,000",0
71.01.07,AUSG.KONSU,0706.98535-2,An Hst. 6782/385 09 für wirtschaftsnahe Infrastruktur (konsumtiv) ,891,700,,0,0,0,0
71.01.07,AUSG.INVES,0706.98536-0,An Bremerhaven für wirtschaftsnahe Infrastruktur (investiv) ,891,700,,0,0,0,0
71.01.08,EINN.KONSU,0709.11906-0,Erstattungen / Rückzahlungen von Zuwendungen  ,692,700,,"60,000",,"60,000",
71.01.08,EINN.KONSU,0709.11911-7,Erstattungen / Rückzahlungen von Zuwendungen (GRW)  ,693,700,,0,,0,
71.01.08,EINN.KONSU,0709.16210-1,Zinsen nach Par. 44 LHO  ,691,700,,0,,0,
71.01.08,EINN.KONSU,0709.16211-0,Zinsen nach Par. 44 LHO (GRW)  ,692,700,,0,,0,
71.01.08,EINN.KONSU,0709.27256-0,Von der EU für das Programm EFRE 2014-2020 (kons.)  ,692,700,,"523,000",,"1,822,000",
71.01.08,EINN.KONSU,0709.27275-6,Von der EU für das Programm EFRE 2007-2013 in Bremerhaven ,692,700,,0,,0,
71.01.08,EINN.KONSU,0709.27282-9,Von der EU für das Programm EFRE 2007-2013 bei SBW ,692,700,,0,,0,
71.01.08,EINN.KONSU,0709.27283-7,Von der EU für das Programm EFRE 2014-2020 bei SBW ,692,700,,0,,0,
71.01.08,EINN.KONSU,0709.27284-5,Von der EU für das Programm EFRE 2007-2013 bei SWAH -Bereich Arbeit- ,692,700,,0,,0,
71.01.08,EINN.KONSU,0709.27285-3,Von der EU für das Programm EFRE 2014-2020 bei SUBV ,692,700,,0,,0,
71.01.08,EINN.INVES,0709.33110-8,Vom Bund für Gemeinschaftsaufgabe Regionale Wirtschaftsstruktur (GRW) ,693,700,,"5,137,500",,"7,986,500",
71.01.08,EINN.INVES,0709.34656-3,Von der EU für das Programm EFRE 2014-2020  ,692,700,,"1,568,000",,"5,471,000",
71.01.08,EINN.INVES,0709.34666-0,"Von der EU für Maßnahmen innerhalb des Programms ""URBAN II"" ",692,700,,0,,0,
71.01.08,EINN.INVES,0709.34670-9,"Von der EU für Maßnahmen innerhalb des Programms ""EFRE"" Ziel-2 (Phase V) ",692,700,,0,,0,
71.01.08,EINN.INVES,0709.34671-7,Von der EU für Maßnahmen innerhalb des Programms Ziel-2 (Phase V) bei anderen Kapiteln ,692,700,,0,,0,
71.01.08,EINN.INVES,0709.34672-5,Von der EU für das Programm EFRE 2007-2013  ,692,700,,0,,0,
71.01.08,EINN.INVES,0709.34673-3,Von der EU für das Programm EFRE 2007-2013 bei SUBV ,692,700,,0,,0,
71.01.08,EINN.INVES,0709.34674-1,Von der EU für das Programm EFRE 2007-2013 bei SBW ,692,700,,0,,0,
71.01.08,EINN.INVES,0709.34675-0,"Von der EU, Zentrale Einnahme für das Programm EFRE 2007 - 2013 (Bescheinigungsbehörde) ",692,700,,0,,0,
71.01.08,EINN.INVES,0709.34676-8,Von der EU für das Programm EFRE 2014-2020 bei SUBV ,692,700,,"407,000",,"1,417,000",
71.01.08,EINN.INVES,0709.34677-6,Von der EU für das Programm EFRE 2007-2013 in Bremerhaven ,692,700,,0,,0,
71.01.08,EINN.INVES,0709.34678-4,Von der EU für das Programm EFRE 2014-2020 bei SWGV ,692,700,,"407,000",,"1,417,000",
71.01.08,EINN.RUECK,0709.35901-0,Entnahme aus der Budgetrücklage  ,851,700,900,0,,0,
71.01.08,EINN.RUECK,0709.35903-7,Entnahme aus der investiven Budgetrücklage  ,851,700,900,0,,0,
71.01.08,EINN.RUECK,0709.35910-0,Entnahme aus der Sonderrücklage EFRE 2007- 2013 Bescheingungsstelle ,851,700,900,0,,0,
71.01.08,EINN.EINVE,0709.38691-3,"Von Hst. 3709/986 91-0, Kostenerstattung für Wirtschaftsförderung ",892,700,,"17,457,550",,"17,349,300",
71.01.08,EINN.INVES,0709.38790-1,"Von Hst. 6782/987 05, Kostenerstattung für wirtschaftsfördernde Maßnahmen ",891,700,,0,,0,
71.01.08,EINN.INVES,0709.38990-4,"Von Hst.6782/989 05, Kostenerstattung für wirtschaftsfördernde Maßnahmen ",891,700,,"4,000,000",,"4,000,000",
71.01.08,AUSG.KONSU,0709.53110-7,"Kosten für Wirtschaftsförderung, Projekt- planung u.ä. ",692,700,,"20,000",0,"20,000",0
71.01.01,AUSG.KONSU,0709.53115-8,Kosten für Software-Entwicklungen  ,692,700,,0,0,0,0
71.01.08,AUSG.KONSU,0709.63420-8,Zuweisung an die Wirtschaftsförderung Bremen GmbH (WFB) zur Deckung der Mehrbelastung aus der getrennten Abwassergebühr,645,700,,"43,900",0,"43,900",0
71.01.08,AUSG.KONSU,0709.66101-9,Zinsen für Vorfinanzierungen (Förderprogramme)  ,691,700,,0,0,0,0
71.01.08,AUSG.KONSU,0709.67120-0,Erstattung von Personalausgaben für Wirtschaftsförderung ,692,700,,0,0,0,0
71.01.08,AUSG.KONSU,0709.67122-7,Erstattungen der Kosten für die Umsetzung der Förderprogramme -BAB- ,692,700,,0,0,0,0
71.01.08,AUSG.KONSU,0709.67123-5,Erstattungen der Kosten für die Umsetzung der Förderprogramme -BIS- ,692,700,,0,0,0,0
71.01.08,AUSG.KONSU,0709.68219-9,Zuschüsse an die WFB -Personalkosten-  ,692,700,,0,0,0,0
