Haushalt Art;Titelnr.;Titel;Gruppennr.;Gruppe;Budget Richtung;Bezeichnung;Jahr;Ansatz/Rechnung;Betrag
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8813;Bebauter Grundbesitz - Tonwerkstr. 3 und 3b/FFW Geisenbrunn;Einnahmen;Innere Verrechnung unentgeltliche Objektnutzung (GL 1301, 3650.6790);2016;Ansatz;32200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8813;Bebauter Grundbesitz - Tonwerkstr. 3 und 3b/FFW Geisenbrunn;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;200000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8813;Bebauter Grundbesitz - Tonwerkstr. 3 und 3b/FFW Geisenbrunn;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;5000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8813;Bebauter Grundbesitz - Tonwerkstr. 3 und 3b/FFW Geisenbrunn;Ausgaben;Steuern und Versicherungen;2016;Ansatz;1900
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8813;Bebauter Grundbesitz - Tonwerkstr. 3 und 3b/FFW Geisenbrunn;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8813;Bebauter Grundbesitz - Tonwerkstr. 3 und 3b/FFW Geisenbrunn;Ausgaben;Interne Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Einnahmen;Mieten aus Wohnungen und ähnlichem;2016;Ansatz;48000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Einnahmen;Ersätze für Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;5000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;5000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;25000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;14000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Ausgaben;Steuern und Versicherungen;2016;Ansatz;600
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8814;Bebauter Grundbesitz - Flurgrenzstraße 2-;Ausgaben;Post-, Fernmeldegebühren;2016;Ansatz;1200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Einnahmen;Mieten aus Gebäuden und Grundstücken;2016;Ansatz;21800
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Einnahmen;Ersätze für Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;2800
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;3300
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;8000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;10000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Ausgaben;Steuern und Versicherungen;2016;Ansatz;500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8821.1690);2016;Ansatz;900
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8815;Bebauter Grundbesitz -Münchner Straße 5- Montessori Schule;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;300
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8816;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3a -Spielmannszug-;Einnahmen;Innere Verrechnung unentgeltliche Objektnutzung (HHST 3321.6790);2016;Ansatz;12000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8816;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3a -Spielmannszug-;Ausgaben;Gebäude- und Grundstücksunterhaltung -Rudolf-Diesel-Straße 3a;2016;Ansatz;2000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8816;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3a -Spielmannszug-;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8816;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3a -Spielmannszug-;Ausgaben;Steuern und Versicherungen;2016;Ansatz;300
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Einnahmen;Mieten aus Wohnungen und ähnlichem;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Einnahmen;Ersätze von Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;5000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;1000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Ausgaben;Steuern und Versicherungen;2016;Ansatz;200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8817;Bebauter Grundbesitz - Am Bahnhof 3;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Einnahmen;Mieten aus Wohnungen und ähnlichem;2016;Ansatz;14000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Einnahmen;Ersätze von Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;1000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Einnahmen;Heizungskostenrückersätze;2016;Ansatz;1200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Einnahmen;Innere Verrechnung unentgeltliche Objektnutzung (GL 1300, 1600, 3650.6790);2016;Ansatz;93200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;30000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;23000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Ausgaben;Reinigungskosten;2016;Ansatz;4800
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Ausgaben;Steuern und Versicherungen;2016;Ansatz;1200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;400
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8818;Bebauter Grundbesitz Starnberger Weg 18 (FFW);Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Einnahmen;Mieten aus Wohnungen und ähnlichem;2016;Ansatz;16700
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Einnahmen;Ersätze für Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;2500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;4000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Einnahmen;Innere Verrechnung unentgeltliche Objektnutzung (GL 3320, 4650.6790);2016;Ansatz;23300
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Ausgaben;Angestelltenvergütungen;2016;Ansatz;3500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;10000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;13000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Ausgaben;Reinigungskosten;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Ausgaben;Steuern und Versicherungen;2016;Ansatz;4800
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8819;Bebauter Grundbesitz - Rudolf-Diesel-Str. 3b;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Einnahmen;Ersä.f.Nebenleistungen i.Rahmen v.Miet­u.Pachtverträgen CPG-Balletträume;2016;Ansatz;4000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Einnahmen;Innere Verrechnung unentg. Objektnutzung (GL 2110, 3320, 3321, 3501, 5500.6790);2016;Ansatz;407500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Einnahmen;Innere Verrechnungen Personalkosten Kindertageseinrichtungen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Angestelltenvergütungen;2016;Ansatz;90000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;8000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;18000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Beihilfen, Unterstützungen u.ä. Beihilfeversicherung;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;40000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Gebäudeunterhalt CPG-Balletträume Talhofstraße 7c;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Unterhalt betriebstechnicher Anlagen, Betriebsführung PV und BHKW;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;GWG (0 € - 410 € Netto);2016;Ansatz;2500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Pachten PV und BHKW;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;65000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Gebäudebewirtschaftungskosten CPG-Balletträume;2016;Ansatz;4000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Reinigungskosten;2016;Ansatz;85000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Unterhalt u. Betrieb Fahrzeuge;2016;Ansatz;3000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Kfz-Steuern;2016;Ansatz;200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Kfz-Versicherungen;2016;Ansatz;600
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Steuern und Versicherungen;2016;Ansatz;5000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;200
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8820;Bebauter Grundbesitz - Talhofstr. 5 -Arnoldus GS-;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;2800
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Einnahmen;Mieten aus Wohnungen und ähnlichem;2016;Ansatz;3700
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Einnahmen;Ersätze für Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;15000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;3500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Einnahmen;Innere Verrechnung unentg. Objektnutzung (GL 2111, 3501, 5500, 8815.6790);2016;Ansatz;336600
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Angestelltenvergütungen;2016;Ansatz;58000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;5500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;13000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Gebäude- und Grundstücksunterhaltung ;2016;Ansatz;40000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;76000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Reinigungskosten;2016;Ansatz;85000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Steuern und Versicherungen;2016;Ansatz;6900
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Fernsprech- u. Fernschreibwartungsgeb.  -Miete, Wartung Brandmeldeanlage-;2016;Ansatz;6500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8821;Bebauter Grundbesitz - Landsberger Str. 17, 17a und 17b;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;900
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Einnahmen;Mieten aus Wohnungen und ähnlichem;2016;Ansatz;300
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Einnahmen;Ersätze für Nebenleistungen im Rahmen von Miet- und Pachtverträgen ;2016;Ansatz;300
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Einnahmen;Innere Verrech.unentg.Objektn.(GL 2130,3210,3320,3321,3501,4603,4653,5500);2016;Ansatz;357500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Ausgaben;Angestelltenvergütungen;2016;Ansatz;73000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2016;Ansatz;7000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr. 6 - Mittelschule ;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2016;Ansatz;15000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;50000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;GWG (0 € - 410 € Netto) ;2016;Ansatz;2500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;120000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Reinigungskosten;2016;Ansatz;168000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Steuern und Versicherungen;2016;Ansatz;10500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Fernsprech- und. Fernschreibwartungsgeb.  -Miete, Wartung Brandmeldeanlage-;2016;Ansatz;6000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8822;Bebauter Grundbesitz - Rathausstr.6 - Mittelschule ;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;7100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Einnahmen;Ersätze für Nebenleistungen im Rahmen von Miet- und Pachtverträgen;2016;Ansatz;800
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Einnahmen;Heizungskostenrückersätze;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Einnahmen;Versicherungsleistungen in anderen Schadensfällen;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Einnahmen;Innere Verrechnung unentgeltliche Objektnutzung (HHST 4681.6790);2016;Ansatz;104400
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Ausgaben;Gebäude- und Grundstücksunterhaltung;2016;Ansatz;12000
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Ausgaben;Gebäudebewirtschaftungskosten;2016;Ansatz;2500
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Ausgaben;Reinigungskosten;2016;Ansatz;0
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Ausgaben;Steuern und Versicherungen;2016;Ansatz;1700
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Ausgaben;Post- und Fernmeldegebühren;2016;Ansatz;100
Verwaltungshaushalt;8;Wirtschaftliche Unternehmen, Grund- und Sondervermögen;8823;Bebauter Grundbesitz - Melchior-Fanger-Str. 6 - BIV KiGa -;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2016;Ansatz;1900
