Profitcenter;Objektnr.;Bezeichnung;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017;VE 2018;Plan 2018;Plan 2019;Plan 2020;Plan 2021;Plan 2022
110201;7.130004.700.400.01;Kläranlage, ET mobile Entwä. Zw.Pumpw.;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.03;Kläranlage, ET Betriebsgebäude;78530000;Auszahlungen für sonstige Baumaßnahmen;16.553,27;68.545,35;35.700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.03;Kläranlage, ET Betriebsgebäude;78910000;Abrechnung von Investitionstätigkeit;-16.553,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.13;Kläranlage, BT Sandfang;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.13;Kläranlage, BT Sandfang;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.14;Kläranlage, MT Sandfang;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.14;Kläranlage, MT Sandfang;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.15;Kläranlage, BT Außenanlage;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.15;Kläranlage, BT Außenanlage;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.16;Kläranlage, MT Hochwasserpumpwerk;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;77.350,00;297.500,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.16;Kläranlage, MT Hochwasserpumpwerk;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.17;Kläranlage, Erweiterung auf 130.000 EW;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;297.500,00;297.500,00;0,00;297.500,00;297.500,00;0,00;0,00;0,00
110201;7.130004.700.400.17;Kläranlage, Erweiterung auf 130.000 EW;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.18;Kläranlage, Erweiterung Prozeßleitsystem;78530000;Auszahlungen für sonstige Baumaßnahmen;301.475,83;258.034,51;297.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.18;Kläranlage, Erweiterung Prozeßleitsystem;78910000;Abrechnung von Investitionstätigkeit;-301.475,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.19;Kläranlage, Wärmerückgewinnungsanlage;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.20;Kläranlage, Funkanbindungen;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.20;Kläranlage, Funkanbindungen;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.21;Kläranlage, Verlängerung Auslaufbauwerk;78530000;Auszahlungen für sonstige Baumaßnahmen;208.746,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.21;Kläranlage, Verlängerung Auslaufbauwerk;78910000;Abrechnung von Investitionstätigkeit;-208.746,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.22;Kläranlage, MT Betriebsgebäude;78530000;Auszahlungen für sonstige Baumaßnahmen;911,19;1.906,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.22;Kläranlage, MT Betriebsgebäude;78910000;Abrechnung von Investitionstätigkeit;-911,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.23;Kläranlage, Gaswarnanl., Sandfanggebläse;78530000;Auszahlungen für sonstige Baumaßnahmen;79.824,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.23;Kläranlage, Gaswarnanl., Sandfanggebläse;78910000;Abrechnung von Investitionstätigkeit;-79.824,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.24;Kläranlage, Optimierung Bio-P-Becken;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;922.250,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.25;Kläranlage, Ern. Überschuss-Schlammeind.;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;142.800,00;95.200,00;0,00;0,00;0,00
110201;7.130004.700.400.26;Kläranlage,Errichtung 4. Reinigungsstufe;68110000;Investitionszuweisungen vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.26;Kläranlage,Errichtung 4. Reinigungsstufe;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.27;Kläranlage, Neubau Rechenanlage Bislich;78530000;Auszahlungen für sonstige Baumaßnahmen;42.184,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.27;Kläranlage, Neubau Rechenanlage Bislich;78910000;Abrechnung von Investitionstätigkeit;-42.184,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.28;Kläranlage, BT Hochwasserpumpwerk;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.29;Kläranlage, Regenmesser;78530000;Auszahlungen für sonstige Baumaßnahmen;831,69;46.998,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.700.400.29;Kläranlage, Regenmesser;78910000;Abrechnung von Investitionstätigkeit;-831,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.705;Kläranlagen Zuweisung Zweckgebunden;68000000;Abrechnung von Zuwendungen von Dritten;6.507,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130004.705;Kläranlagen Zuweisung Zweckgebunden;68130000;Investitionszuweisungen von Zweckverbänd;-6.507,60;-37.425,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130005.700.400;Pumpwerk Am Lippeglacis;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130006.700.400;Pumpwerk An de Tent;78530000;Auszahlungen für sonstige Baumaßnahmen;97.395,05;381.944,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130006.700.400;Pumpwerk An de Tent;78910000;Abrechnung von Investitionstätigkeit;-97.395,05;-381.944,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130007.700.400;Pumpwerk Braunschweiger Straße;78530000;Auszahlungen für sonstige Baumaßnahmen;69.812,00;767.920,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130007.700.400;Pumpwerk Braunschweiger Straße;78910000;Abrechnung von Investitionstätigkeit;-69.812,00;-767.920,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130008.700.400;Pumpwerk Damaschkeweg;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130008.700.400;Pumpwerk Damaschkeweg;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130009.700.400;Pumpwerk Feldstraße;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130009.700.400;Pumpwerk Feldstraße;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130010.700.400;Pumpwerk Kurt-Kräcker-Str.;78530000;Auszahlungen für sonstige Baumaßnahmen;298.657,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130010.700.400;Pumpwerk Kurt-Kräcker-Str.;78910000;Abrechnung von Investitionstätigkeit;-298.657,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130011.700.400;Pumpwerk Marienstraße;78530000;Auszahlungen für sonstige Baumaßnahmen;43.812,02;59.397,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130011.700.400;Pumpwerk Marienstraße;78910000;Abrechnung von Investitionstätigkeit;-43.812,02;-59.397,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130012.700.400;Pumpwerk Reeser Landstraße;78530000;Auszahlungen für sonstige Baumaßnahmen;21.391,81;44.574,69;110.000,00;350.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130012.700.400;Pumpwerk Reeser Landstraße;78910000;Abrechnung von Investitionstätigkeit;-21.391,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130014.700.400;Pumpwerk Fernwirktechnik;78530000;Auszahlungen für sonstige Baumaßnahmen;16.554,16;0,00;50.000,00;50.000,00;0,00;50.000,00;50.000,00;50.000,00;0,00;0,00
110201;7.130014.700.400;Pumpwerk Fernwirktechnik;78910000;Abrechnung von Investitionstätigkeit;-16.554,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130016.700.200;Birkenstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130018.700.200;Dorfstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130018.700.200;Dorfstraße Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130019.700.200;Emsstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;67.045,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130019.700.200;Emsstraße Kanal;78910000;Abrechnung von Investitionstätigkeit;-67.045,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130020.700.200;Esplanande Kanal II. BA;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;430.000,00;0,00;0,00
110201;7.130021.700.200;Flürener Weg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
110201;7.130021.700.200;Flürener Weg Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130022.700.200;Hagelkreuzweg, Bpl 222 SW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;13.454,66;572.040,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130022.700.200;Hagelkreuzweg, Bpl 222 SW-Kanal;78910000;Abrechnung von Investitionstätigkeit;-13.454,66;-572.040,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130023.700.200;Harzstraße/Nachtigallenweg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130024.700.200;Imgrund Bpl. 223 Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;820.000,00;0,00;0,00;0,00
110201;7.130024.700.200;Imgrund Bpl. 223 Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130025.700.200;Jülicher Straße/ Dürener Straße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;32.188,82;357.209,56;0,00;365.000,00;0,00;0,00;155.000,00;0,00;0,00;0,00
110201;7.130025.700.200;Jülicher Straße/ Dürener Straße Kanal;78910000;Abrechnung von Investitionstätigkeit;-32.188,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130026.700.200;Kaldenberg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;190,98;180.000,00;0,00;0,00;180.000,00;0,00;0,00;0,00;0,00
110201;7.130026.700.200;Kaldenberg Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;-190,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130027.700.200;Kastanienstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130028.700.200;Kolpingstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130029.700.200;Koppelweg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130030.700.200;Korthauerstege Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;73.267,80;19.035,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130030.700.200;Korthauerstege Kanal;78910000;Abrechnung von Investitionstätigkeit;-73.267,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130032.700.200;Leipziger Straße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130033.700.200;Lippemündungsraum (n. Ölhafen) Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;572.469,04;7.673,64;600.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130033.700.200;Lippemündungsraum (n. Ölhafen) Kanal;78910000;Abrechnung von Investitionstätigkeit;-572.469,04;-7.673,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130034.700.200;Lipperheystraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130034.700.200;Lipperheystraße Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130035.700.200;Monschauerstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180.000,00;0,00;0,00
110201;7.130036.700.200;Neustraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;370.000,00;0,00;0,00;0,00;0,00
110201;7.130036.700.200;Neustraße Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130039.700.200;Rheintorstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;26.422,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130039.700.200;Rheintorstraße Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130040.700.200;Ritterstarße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;92.122,52;26.735,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130040.700.200;Ritterstarße Kanal;78910000;Abrechnung von Investitionstätigkeit;-92.122,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130042.700.200;Schmidtstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;34.436,59;40.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130043.700.200;Schumannweg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;19.183,23;5.404,54;0,00;150.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130043.700.200;Schumannweg Kanal;78910000;Abrechnung von Investitionstätigkeit;-19.183,23;-5.404,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130044.700.200;Schwalbenweg/Starneweg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130045.700.200;Stettiner Straße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130045.700.200;Stettiner Straße Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130046.700.200;T+R Anlage Bpl 220;78520000;Auszahlungen für Tiefbaumaßnahmen;151.101,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130046.700.200;T+R Anlage Bpl 220;78910000;Abrechnung von Investitionstätigkeit;-151.101,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130048.700.200;Werricher Straße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;9.622,68;16.678,58;0,00;360.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130048.700.200;Werricher Straße Kanal;78910000;Abrechnung von Investitionstätigkeit;-9.622,68;-16.678,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130050.700.200;Zitadellenqu., Wimarer Straße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130050.700.200;Zitadellenqu., Wimarer Straße Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130051.700.200;Am Blaufuß, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;75.000,00;0,00;0,00;750.000,00;0,00;0,00;0,00;0,00
110201;7.130051.705;Am Blaufuß, Kanal Zuschuss;68170000;Investitionszuschüsse von privaten Unter;0,00;0,00;-75.000,00;0,00;0,00;-750.000,00;0,00;0,00;0,00;0,00
110201;7.130051.705;Am Blaufuß, Kanal Zuschuss;68810000;Beiträge und ähnliche Entgelte;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130052.700.200;Am Lilienveen Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;45.000,00;0,00;0,00;0,00;0,00
110201;7.130053.700.200;Auf dem Sand, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;36.418,45;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130054.700.200;Augustastraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130054.700.200;Augustastraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130055.700.200;Baustraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;350.000,00;0,00;0,00;0,00;0,00
110201;7.130056.700.200;Beethovenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;1,00;260.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130057.700.200;Brandstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;5.684,68;388.575,35;420.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130057.700.200;Brandstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;-5.684,68;-388.575,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130058.700.200;Entenmarkt, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;58.358,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130058.700.200;Entenmarkt, Kanal;78910000;Abrechnung von Investitionstätigkeit;-58.358,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130059.700.200;Flemmingstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130060.700.200;Franz-Etzel-Platz (Projekt Bahnhof), Kan;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130060.700.200;Franz-Etzel-Platz (Projekt Bahnhof), Kan;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130061.700.200;Goldstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;29.883,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130061.700.200;Goldstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;-29.883,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130062.700.200;Margaretenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130062.700.200;Margaretenstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130063.700.200;Marsstraße/Sonnenstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;156.842,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130063.700.200;Marsstraße/Sonnenstraße Kanal;78910000;Abrechnung von Investitionstätigkeit;-156.842,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130064.700.200;Pastor-Jansen-Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;180.000,00;0,00;0,00;180.000,00;0,00;0,00;0,00;0,00
110201;7.130067.700.400;Betriebspunkt Rheindüker;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130067.700.400;Betriebspunkt Rheindüker;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130068.700.200;Dresdener Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;120.000,00;120.000,00;0,00;0,00;0,00
110201;7.130069.700.200;Feldstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130069.700.200;Feldstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130070.715;Kanalanschlussbeiträge;68000000;Abrechnung von Zuwendungen von Dritten;314.542,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130070.715;Kanalanschlussbeiträge;68810000;Beiträge und ähnliche Entgelte;-314.542,92;-100.877,51;-468.246,00;-1.105.688,00;0,00;-500.000,00;-500.000,00;-500.000,00;0,00;0,00
110201;7.130071.700.200;Kanalnetzerweiterung;78520000;Auszahlungen für Tiefbaumaßnahmen;114.504,08;123.807,00;50.000,00;50.000,00;0,00;50.000,00;50.000,00;50.000,00;0,00;0,00
110201;7.130071.700.200;Kanalnetzerweiterung;78910000;Abrechnung von Investitionstätigkeit;-114.504,08;-123.807,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130072.700.200;Luisenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130072.700.200;Luisenstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130073.700.200;Schillstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;201.733,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130073.700.200;Schillstraße Kanal;78910000;Abrechnung von Investitionstätigkeit;-201.733,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130074.700.200;Viktoriastraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130074.700.200;Viktoriastraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130075.700.200;Umgehung B58n, Südumgehung, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;1.944,49;500.000,00;2.000.000,00;0,00;3.500.000,00;0,00;0,00;0,00;0,00
110201;7.130075.700.200;Umgehung B58n, Südumgehung, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;-1.944,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130075.705;Umgehung B58n, Südumgehung, Kanal;68110000;Investitionszuweisungen vom Land;0,00;0,00;-500.000,00;-2.000.000,00;0,00;-3.500.000,00;0,00;0,00;0,00;0,00
110201;7.130076.700.200;Blumenkamper Weg, Betuwe, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;16.936,46;85.000,00;85.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130076.700.200;Blumenkamper Weg, Betuwe, Kanal;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130076.705;Blumenkamper Weg, Betuwe, Kanal;68110000;Investitionszuweisungen vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130076.705;Blumenkamper Weg, Betuwe, Kanal;68170000;Investitionszuschüsse von privaten Unter;0,00;0,00;-85.000,00;-85.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130076.705;Blumenkamper Weg, Betuwe, Kanal;68810000;Beiträge und ähnliche Entgelte;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
