Kapitel,Bezeichnung,TGr.,Bezeichnung,Titel,FZ,Zweckbestimmung,Ansatz 2016 in EUR,Ansatz 2017 in EUR,Ansatz 2018 in EUR
07040,Gesundheit,86,Psychiatrie und Suchtkrankenhilfe,68586,314,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,0,0,0
07040,Gesundheit,87,Spielsuchtforschung und -prävention,63387,314,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
07040,Gesundheit,87,Spielsuchtforschung und -prävention,68387,314,Zuschüsse für laufende Zwecke an private Unternehmen,0,0,0
07040,Gesundheit,87,Spielsuchtforschung und -prävention,68487,314,Zuschüsse für laufende Zwecke an soziale und ähnliche Einrichtungen,495000,495000,495000
07040,Gesundheit,87,Spielsuchtforschung und -prävention,68587,314,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,0,0,0
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",63390,314,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,45000,30000,30000
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",67190,314,Erstattungen an sonstige Bereiche,20000,20000,20000
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",68290,314,Zuschüsse für laufende Zwecke an öffentliche Unternehmen,0,0,0
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",68390,314,Zuschüsse für laufende Zwecke an private Unternehmen,0,0,0
07040,Gesundheit,60,Gesundheitsmaßnahmen am Flughafen Berlin Brandenburg,81260,314,Erwerb von Geräten und sonstigen beweglichen Sachen,0,0,0
07040,Gesundheit,63,Umsetzung des Pflegeberufegesetzes,89363,128,Zuschüsse für Investitionen,,675000,345000
07040,Gesundheit,80,"Gesundheitliche Prävention, Versorgung  und Rehabilitation",89480,314,Aufbau klinisches Krebsregister im Land Brandenburg,0,0,0
07040,Gesundheit,81,Öffentlicher Gesundheitsdienst,81281,314,Beschaffung von Impfstoffen für Gesundheitsämter,230000,230000,230000
07040,Gesundheit,86,Psychiatrie und Suchtkrankenhilfe,89286,314,Zuschüsse für Investitionen an nichtöffentliche Träger,0,0,0
07040,Gesundheit,86,Psychiatrie und Suchtkrankenhilfe,89386,314,Zuschüsse für Investitionen an Sonstige,0,0,0
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",81190,314,Erwerb von Dienstkraftfahrzeugen,0,0,0
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",81290,314,Erwerb von Geräten und sonstigen beweglichen Sachen,0,0,0
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",88390,314,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,85000,85000,85000
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",89190,314,Zuschüsse für Investitionen an öffentliche Unternehmen,0,0,0
07040,Gesundheit,90,"Katastrophenschutz, Gesundheitsschutz",89290,314,Zuschüsse für Investitionen an private Unternehmen,0,0,0
07040,Gesundheit,,,98218,891,Ausgaben zur Verrechnung zweckgebundener Zuweisungen Dritter,0,0,0
07050,Krankenhäuser und Krankenhausförderung,,,11910,312,Sonstige Verwaltungseinnahmen,0,0,0
07050,Krankenhäuser und Krankenhausförderung,,,11915,312,Rückflüsse aus Zuwendungen,0,0,0
07050,Krankenhäuser und Krankenhausförderung,,,11925,312,Einnahmen aus Zinszahlungen im Rahmen des Krankenhaus investitionsprogramms nach Artikel 14 Gesundheitsstrukturgesetz,0,0,0
07050,Krankenhäuser und Krankenhausförderung,60,Einzelförderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,33760,312,Zuweisungen von Zweckverbänden gem. Art. 14 Gesundheitsstrukturgesetz zur Förderung von Investitionen nach § 9 Krankenhausfinanzierungsgesetz i. V. m. § 15 des Brandenburgischen Krankenhausentwicklungsgesetzes,0,0,0
07050,Krankenhäuser und Krankenhausförderung,80,Förderungen nach dem Krankenhausstrukturfonds,33180,312,Zuweisungen für Investitionen vom Bund,,2000000,5000000
07050,Krankenhäuser und Krankenhausförderung,,,54625,312,Erstattung von Zinsrückzahlungen im Rahmen des Krankenhausinvestitionsprogramms nach Artikel 14 Gesundheitsstrukturgesetz,0,0,0
07050,Krankenhäuser und Krankenhausförderung,60,Förderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,62360,312,Schuldendiensthilfen an Gemeinden und Gemeindeverbände,0,0,0
07050,Krankenhäuser und Krankenhausförderung,60,Förderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,66160,312,Schuldendiensthilfen an öffentliche Unternehmen,0,0,0
07050,Krankenhäuser und Krankenhausförderung,60,Förderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,88360,312,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,0,0,0
07050,Krankenhäuser und Krankenhausförderung,60,Förderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,89160,312,Zuschüsse für Investitionen an öffentliche Unternehmen,2500000,42018300,42018300
07050,Krankenhäuser und Krankenhausförderung,60,Förderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,89260,312,Zuschüsse für Investitionen an private Unternehmen,0,23496000,23496000
07050,Krankenhäuser und Krankenhausförderung,60,Förderung der Investitionen von Krankenhäusern sowie gleichgestellten Einrichtungen,89360,312,Zuschüsse für Investitionen an Sonstige,80000000,14485700,14485700
07050,Krankenhäuser und Krankenhausförderung,80,Förderungen nach dem Krankenhausstrukturfonds,89180,312,Zuschüsse für Investitionen an öffentliche Unternehmen,,0,0
07050,Krankenhäuser und Krankenhausförderung,80,Förderungen nach dem Krankenhausstrukturfonds,89280,312,Zuschüsse für Investitionen an Gemeinden und Gemeindeverbände,,0,0
07050,Krankenhäuser und Krankenhausförderung,80,Förderungen nach dem Krankenhausstrukturfonds,89380,312,Zuschüsse für Investitionen an Sonstige,,4000000,10000000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",,,11110,291,"Gebühren, sonstige Entgelte",1190000,1348000,1348000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",,,11910,291,Sonstige Verwaltungseinnahmen,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",,,11911,291,Schadenersatzansprüche nach § 81a Bundesversorgungsgesetz einschließlich Nebengesetze,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,11170,291,Ausgleichsabgabe nach dem SGB IX,12500000,13600000,13600000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,11270,291,Geldbußen nach § 156 SGB IX,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,11970,291,Sonstige Einnahmen,880000,700000,700000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,16270,291,Erträge der Ausgleichsabgabe,50000,1000,1000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,18270,291,Tilgungen aus der Verwendung der Ausgleichsabgabe,20000,20000,20000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,16280,241,Zinsen für Darlehen der Kriegsopferfürsorge,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,18280,241,Tilgungen aus Darlehen der Kriegsopferfürsorge,2400,2000,2000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,11990,241,Rückflüsse aus Nebengesetzen,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,18290,241,Tilgungen aus Darlehen nach Nebengesetzen,5500,5000,5000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,23470,291,Sonstige Zuweisungen von Sondervermögen,450000,500000,1000000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,28270,291,Ausgleich zwischen den Integrationsämtern nach dem SGB IX,2200000,2000000,2000000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,23380,241,Übergeleitete Ansprüche gemäß § 27 g Bundesversorgungsgesetz,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,28180,241,Erstattungen von Wohngeld für Empfangende von ergänzender Hilfe zum Lebensunterhalt nach § 27 a Bundesversorgungsgesetz,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,28280,241,Kostenbeiträge und Aufwendungsersatz von in Heimen untergebrachten Personen im Rahmen der Kriegsopferfürsorge,350000,300000,300000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,28290,241,Kostenbeiträge und Aufwendungsersatz von Anspruchsberechtigten nach Nebengesetzen,80000,80000,80000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",,,38218,891,Haushaltstechnische Verrechnungen,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,35970,851,Entnahme aus der Rücklage der Ausgleichsabgabe nach dem SGB IX,28115000,25300000,20914000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,33180,241,Anteil des Bundes für Darlehen im Rahmen der Kriegsopferfürsorge nach dem Bundesversorgungsgesetz,4000,4000,4000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,33190,241,Anteil des Bundes für Darlehen im Rahmen der Kriegsopferfürsorge nach Nebengesetzen,1800,1800,1800
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",60,Soziales Entschädigungsrecht und SGB IX,63160,291,Erstattungen an den Bund aus den Einnahmen der Wertmarken für die Beförderung schwerbehinderter Menschen im Nahverkehr,322000,364000,364000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",60,Soziales Entschädigungsrecht und SGB IX,63660,291,Erstattung von Verwaltungsausgaben an Sozialversicherungsträger,170000,170000,170000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",60,Soziales Entschädigungsrecht und SGB IX,68160,291,"Renten, Unterstützungen und sonstige Leistungen nach Leistungsgesetzen",16542700,16865000,17284000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",60,Soziales Entschädigungsrecht und SGB IX,68260,291,Erstattung von Fahrgeldausfällen für die Beförderung schwerbehinderter Menschen im öffentlichen Nahverkehr,6347000,5969000,5969000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,63270,291,Zahlungen im Rahmen des Finanzausgleichs zwischen den Integrationsämtern,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,63470,291,Abführung an den Ausgleichsfonds nach dem SGB IX,2500000,2560000,2720000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,68170,291,Zuschüsse an schwerbehinderte Menschen zur begleitenden Hilfe im Arbeitsleben ,1000000,1200000,1200000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,68270,291,"Kosten für die Durchführung von Aufklärungs-, Schulungs- und Bildungsmaßnahmen ",300000,350000,350000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,68370,291,Zuschüsse an Arbeitgeber für die Schaffung von Arbeitsplätzen und zur begleitenden Hilfe im Arbeitsleben ,6454700,7387000,7337500
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,68470,291,Leistungen im Rahmen der Förderung gemäß § 30 Schwerbehinderten-Ausgleichsabgabeverordnung,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,68570,291,Zuschüsse an Integrationsfachdienste im Rahmen der Durchführung von Maßnahmen zur Teilhabe schwerbehinderter Menschen am Arbeitsleben,6110000,4600000,4230000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,68670,291,Zuschüsse an Integrationsprojekte zur Schaffung von Arbeitsplätzen,1469600,2010000,1989000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,63180,241,Erstattungen an den Bund aus Rückflüssen,282000,241600,241600
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,68180,241,Kriegsopferfürsorgeleistungen nach dem Bundesversorgungsgesetz und in besonderen Fällen,370000,350000,330000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,63190,241,Erstattungen an den Bund aus Rückflüssen,10000,10000,10000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,68190,241,Kriegsopferfürsorgeleistungen nach Nebengesetzen,1107000,1500000,1500000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,86270,291,Darlehen an Integrationsprojekte,150000,350000,150000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,86370,291,Darlehen aus der Ausgleichsabgabe nach dem SGB IX,40000,40000,40000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,89170,291,Zuschüsse an Integrationsprojekte für Investitionen,460000,860000,760000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,89270,291,Zuschüsse an Arbeitgeber für Investitionen,1550000,1800000,1800000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,89370,291,Investive Leistungen im Rahmen der Förderung gemäß § 30 Schwerbehinderten-Ausgleichsabgabeverordnung,50000,50000,50000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",80,Kriegsopferfürsorge,86380,241,Darlehen der Arbeits- und Berufsfürsorge nach § 25 Bundesversorgungsgesetz und Darlehen der Kriegsopferfürsorge nach dem Bundesversorgungsgesetz,5000,5000,5000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",90,Kriegsopferfürsorge nach Nebengesetzen,86390,241,Darlehen im Rahmen der Kriegsopferfürsorge nach Nebengesetzen,16000,16000,16000
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",,,98218,891,Haushaltstechnische Verrechnungen,0,0,0
07060,"Soziales Entschädigungsrecht, Ausgleichsabgabe",70,Integrationsamt - Ausgleichsabgabe,91970,851,Zuführung an die Rücklage der Ausgleichsabgabe nach dem SGB IX,24130700,20914000,17608500
07070,Förderung der Sozialstruktur,,,11110,235,"Gebühren, sonstige Entgelte",20000,20000,20000
07070,Förderung der Sozialstruktur,,,11910,286,Sonstige Verwaltungseinnahmen,406400,100000,100000
07070,Förderung der Sozialstruktur,,,11915,236,Rückflüsse aus Zuwendungen,122000,32000,32000
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,18270,286,Darlehensrückflüsse von Sozialhilfeempfangenden,0,0,0
07070,Förderung der Sozialstruktur,,,23110,282,Zuweisungen des Bundes zur Weiterleitung an die Landkreise und kreisfreien Städte gemäß § 46a SGB XII,0,0,0
07070,Förderung der Sozialstruktur,,,28110,227,Erstattung von Ausgaben für Sachverständige gemäß § 14 Landespflegeausschussverordnung,0,0,0
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,23170,285,Erstattungen vom Bund für Hilfe für Deutsche im Ausland gem. § 133 SGB XII,23000,1000,1000
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,28270,285,"Kostenbeiträge, Aufwendungsersatz und sonstige Ansprüche auf Erstattung gemäß § 19 i. V. m. Kapitel 11 SGB XII",0,0,0
07070,Förderung der Sozialstruktur,,,38218,891,Einnahmen aus weiterzuleitenden Spenden,0,0,0
07070,Förderung der Sozialstruktur,,,52610,291,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",0,0,0
07070,Förderung der Sozialstruktur,,,52620,227,Entschädigung von Sachverständigen gemäß § 13 Landespflegeausschussverordnung,0,0,0
07070,Förderung der Sozialstruktur,,,54110,011,"Durchführung von Veranstaltungen, Fortbildungs- und Informationstagungen",0,0,0
07070,Förderung der Sozialstruktur,60,"Durchführung des Investitionsprogramms Pflege gem. Artikel 52 PflegeVG und kurzfristig notwendige Investitionsmaßnahmen zur Förderung sozialer Einrichtungen, insbesondere von voll- und teilstationären Altenpflege- und Behinderteneinrichtungen",52660,235,"Sachverständige, Gerichts- und ähnliche Kosten",0,0,0
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,52670,286,"Sachverständige, Gerichts- und ähnliche Kosten",100000,75000,75000
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,53170,286,Kosten für Veröffentlichungen und der Dokumentation,150000,125000,125000
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,52691,291,"Sachverständige, Gerichts- und ähnliche Kosten",0,0,0
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,53191,291,Kosten für Veröffentlichungen,0,0,0
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,53391,291,"Aufwendungen für Veranstaltungen, Tagungen und Lehrgänge",0,0,0
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,53991,291,Preisgelder,0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,52692,291,"Sachverständige, Gerichts- und ähnliche Kosten",0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,53192,291,Kosten für Veröffentlichungen,0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,53392,291,"Aufwendungen für Veranstaltungen, Tagungen und Lehrgänge",0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,53992,291,Brandenburger Inklusionspreis,0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,52693,291,"Sacherverständige, Gerichts- und ähnliche Kosten",0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,53193,291,Kosten für Veröffentlichungen,0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,53393,291,"Aufwendungen für Veranstaltungen, Tagungen und Lehrgänge",0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,53993,291,Preisgelder,0,0,0
07070,Förderung der Sozialstruktur,94,Armutsbekämpfung,53194,291,Kosten für Veröffentlichungen,0,0,0
07070,Förderung der Sozialstruktur,94,Armutsbekämpfung,53394,291,"Aufwendungen für Veranstaltungen, Tagungen und Lehrgänge",0,0,0
07070,Förderung der Sozialstruktur,,,63310,291,Kostenerstattungen für Leistungen nach dem Landespflegegeldgesetz,7870800,7569400,7953500
07070,Förderung der Sozialstruktur,,,63330,282,Zuweisungen an die Landkreise und kreisfreien Städte aus Mitteln des Bundes gemäß § 46a SGB XII,0,0,0
07070,Förderung der Sozialstruktur,,,63350,291,Kostenerstattung an die Landkreise und kreisfreien Städte nach § 8 Abs. 4 Landespflegegesetz,30000,71000,71000
07070,Förderung der Sozialstruktur,,,63610,224,Kostenerstattung an Krankenkassen,1333700,1175000,1197200
07070,Förderung der Sozialstruktur,,,67110,291,Erstattungen für die Inanspruchnahme von Kommunikationshilfen nach dem Brandenburgischen Behindertengleichstellungsgesetz,100000,100000,100000
07070,Förderung der Sozialstruktur,,,68411,236,Zuschüsse an die Spitzenverbände der Freien Wohlfahrtspflege und Landesverbände im sozialen Bereich,1349900,1349900,1349900
07070,Förderung der Sozialstruktur,,,68412,236,Förderung von Projekten im sozialen Bereich,465000,514700,514700
07070,Förderung der Sozialstruktur,,,68413,011,Förderung der überregionalen migrationsspezifischen sozialen Beratung für ausländische Flüchtlinge,265000,0,0
07070,Förderung der Sozialstruktur,,,68414,291,Maßnahmen zur Verbesserung der Aufnahme- und Integrationsbedingungen für geflüchtete Menschen,,1265100,1265100
07070,Förderung der Sozialstruktur,,,68417,244,"Zuschüsse an die Stiftung ""Hilfe für Opfer der NS-Willkürherrschaft""",414100,370000,370000
07070,Förderung der Sozialstruktur,,,68418,291,Zuschüsse an anerkannte Betreuungsvereine im Zusammenhang mit der Umsetzung des Betreuungsgesetzes,480000,480000,480000
07070,Förderung der Sozialstruktur,60,"Durchführung des Investitionsprogramms Pflege gem. Artikel 52 PflegeVG und kurzfristig notwendige Investitionsmaßnahmen zur Förderung sozialer Einrichtungen, insbesondere von voll- und teilstationären Altenpflege- und Behinderteneinrichtungen",66360,235,Zuweisungen an die Investitionsbank des Landes Brandenburg zur Durchführung des Investitionsprogramms Pflege gem. Artikel 52 Pflege-Versicherungsgesetz,43334900,43018000,30138100
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,63370,286,Kostenerstattungen an örtliche Sozialhilfeträger,454393500,468246600,490379900
07070,Förderung der Sozialstruktur,70,Leistungen des überörtlichen Trägers der Sozialhilfe,67170,285,Leistungen des überörtlichen Trägers der Sozialhilfe,65000,40000,40000
07070,Förderung der Sozialstruktur,80,Förderung von Umschulungsmaßnahmen in der Altenpflege,68380,128,Zuschüsse für laufende Zwecke an private Unternehmen,3300,3300,3300
07070,Förderung der Sozialstruktur,80,Förderung von Umschulungsmaßnahmen in der Altenpflege,68480,128,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen,9700,9700,9700
07070,Förderung der Sozialstruktur,85,Förderung der Regelausbildung in der Altenpflegehilfe,68385,128,Zuschüsse für laufende Zwecke an private Unternehmen,,53300,212900
07070,Förderung der Sozialstruktur,85,Förderung der Regelausbildung in der Altenpflegehilfe,68485,128,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen,,98900,395300
07070,Förderung der Sozialstruktur,90,Förderung der Regelausbildung in der Altenpflege,68390,128,Zuschüsse für laufende Zwecke an private Unternehmen,1190200,1251800,1316700
07070,Förderung der Sozialstruktur,90,Förderung der Regelausbildung in der Altenpflege,68490,128,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen,3404600,3518100,3368700
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,63391,291,Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,67191,291,Erstattungen an Inland,0,0,0
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,68491,291,Zuschüsse für laufende Zwecke an soziale und ähnliche Einrichtungen,185000,213800,213800
07070,Förderung der Sozialstruktur,91,Seniorenpolitisches Maßnahmepaket,68591,291,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,63392,291,Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,67192,291,Erstattungen an Inland,0,0,0
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,68492,291,Zuschüsse für laufende Zwecke an soziale und ähnliche Einrichtungen,100000,100000,100000
07070,Förderung der Sozialstruktur,92,Behindertenpolitisches Maßnahmepaket,68592,291,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,63393,291,Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,67193,291,Erstattungen an Inland,0,0,0
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,68493,291,Zuschüsse für laufende Zwecke an soziale und ähnliche Einrichtungen,1000000,1000000,1000000
07070,Förderung der Sozialstruktur,93,Pflegeoffensive,68593,291,Zuschüsse für laufende Zwecke an öffentlichen Einrichtungen,0,0,0
07070,Förderung der Sozialstruktur,94,Armutsbekämpfung,63394,291,Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
07070,Förderung der Sozialstruktur,94,Armutsbekämpfung,68494,291,Zuschüsse für laufende Zwecke an soziale und ähnliche Einrichtungen,300000,300000,300000
07070,Förderung der Sozialstruktur,94,Armutsbekämpfung,68594,291,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,0,0,0
07070,Förderung der Sozialstruktur,,,98218,891,Ausgaben zur Weiterleitung von Spenden Dritter an die Berechtigten,0,0,0
07080,"Frauenförderung, Gleichstellung, Familie",,,11910,291,Sonstige Verwaltungseinnahmen,0,0,0
07080,"Frauenförderung, Gleichstellung, Familie",,,11915,291,Rückflüsse aus Zuwendungen,77200,77200,77200
07080,"Frauenförderung, Gleichstellung, Familie",,,52610,291,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",9800,9800,9800
07080,"Frauenförderung, Gleichstellung, Familie",65,Förderung von Frauen und Familie,52665,291,"Sachverständige, Gerichts- und ähnliche Kosten",320000,320000,320000
07080,"Frauenförderung, Gleichstellung, Familie",65,Förderung von Frauen und Familie,53165,291,Kosten für Veröffentlichungen,40000,40000,40000
07080,"Frauenförderung, Gleichstellung, Familie",65,Förderung von Frauen und Familie,53365,291,Aufwendungen für den Landesbeirat für Familienpolitik,20000,20000,20000
07080,"Frauenförderung, Gleichstellung, Familie",65,Förderung von Frauen und Familie,53965,291,Preisgelder,0,0,0
07080,"Frauenförderung, Gleichstellung, Familie",65,Förderung von Frauen und Familie,54165,291,"Durchführung von Veranstaltungen, Fortbildungs- und Informationstagungen",3900,3900,3900
07080,"Frauenförderung, Gleichstellung, Familie",65,Förderung von Frauen und Familie,54665,291,Sonstiges,0,0,0
07080,"Frauenförderung, Gleichstellung, Familie",80,"Aktionsplan für Akzeptanz von geschlechtlicher und sexueller Vielfalt, für Selbstbestimmung und gegen Homo- und Transphobie in Brandenburg",52680,291,Ausgaben für Sachverständige,,0,0
07080,"Frauenförderung, Gleichstellung, Familie",80,"Aktionsplan für Akzeptanz von geschlechtlicher und sexueller Vielfalt, für Selbstbestimmung und gegen Homo- und Transphobie in Brandenburg",53380,291,"Aufwendungen für Veranstaltungen, Tagungen und Lehrgänge",,0,0
07080,"Frauenförderung, Gleichstellung, Familie",90,Gleichstellungspolitisches Rahmenprogramm,52690,291,"Sachverständige, Gerichts- und ähnliche Kosten",20000,15000,15000
07080,"Frauenförderung, Gleichstellung, Familie",90,Gleichstellungspolitisches Rahmenprogramm,53190,291,Kosten für Veröffentlichungen,0,0,0
07080,"Frauenförderung, Gleichstellung, Familie",90,Gleichstellungspolitisches Rahmenprogramm,53390,291,"Aufwendungen für Veranstaltungen, Tagungen und Lehrgänge",11000,6000,6000
07080,"Frauenförderung, Gleichstellung, Familie",,,63310,291,Zuweisungen an Landkreise und kreisfreie Städte,118300,0,0
07080,"Frauenförderung, Gleichstellung, Familie",,,63320,291,Zuweisungen an Landkreise und kreisfreien Städte,,551500,410800
07080,"Frauenförderung, Gleichstellung, Familie",,,68110,291,Landesförderprogramm zur Kinderwunschbehandlung im Land Brandenburg,,225000,450000
