"Produkt";"Produktbezeichnung";"Produktgruppe";"Produktgruppenbezeichnung";"Produktbereich";"Produktbereich Bezeichnung";"Dezernat";"Dezernatsbezeichnung";"Teilhaushalte";"Teilhaushalte Bezeichnung";"Amt / Dienststelle";"Amt / Dienststelle Bezeichnung";"Ergebnis 2015 (Erträge)";"Ergebnis 2015 (Aufwendungen)";"Ergebnis 2015 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2016 (Erträge)";"Ansatz 2016 (Aufwendungen)";"Ansatz 2016 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2017 (Erträge)";"Ansatz 2017 (Aufwendungen)";"Ansatz (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2018 (Erträge)";"Ansatz 2018 (Aufwendungen)";"Ansatz 2018 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)"
"421000";"Förderung des Sports";"4210";"Förderung des Sports";"42";"Sport und Bäder";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_15";"THH 15 Managemnt Dezernat IV";"AMT-055";"055 Sportreferat";0;-1928678;1928678;0;-1989127;-1989127;0;-2037438;-2037438;0;-2042785;-2042785
"424001";"Bäder";"4240";"Bäder";"42";"Sport und Bäder";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_15";"THH 15 Managemnt Dezernat IV";"AMT-055";"055 Sportreferat";633184;-736346;1369530;513840;-13522;500318;466493;-519040;-52547;424737;-439983;-15246
"424102";"Sportstätten";"4241";"Sportstätten";"42";"Sport und Bäder";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_15";"THH 15 Managemnt Dezernat IV";"AMT-055";"055 Sportreferat";598823;-829961;1428784;528990;-356214;172776;591320;-810119;-218799;591320;-826876;-235556
"511001";"Soziale Stadtentwicklung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_11";"THH 11 Management Dezernat III";"AMT-003";"003 Büro des BMs v.Kirchbach/Büro f.Migr";0;-222941;222941;0;-206504;-206504;64870;-192004;-127134;90700;-216466;-125766
"511001";"Stadtentwicklung und Stadterneuerung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-013";"013 Amt f. Projektentw., Stadtern.";377486;-3043775;3421261;204900;-4909162;-4704262;122346;-12079292;-11956946;125346;-4194915;-4069569
"511001";"Stadtentwicklung/Städtebauliche Planung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-610";"610 Stadtplanumgsamt";396396;-3643220;4039616;17700;-4121478;-4103778;76500;-5097541;-5021041;15000;-5168525;-5153525
"511002";"Teilaufgabe der Bauleitplanung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";138;-105910;106048;0;-14007;-14007;103;-144821;-144718;103;-149170;-149067
"511005";"Verbindliche Bauleitplanung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";308;-192000;192308;0;-676783;-676783;579;-289626;-289047;579;-299344;-298765
"511006";"Verkehrsentwicklungsplanung/-steuerung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";245;-41516;41761;0;-421322;-421322;388;-90597;-90209;388;-141568;-141180
"511007";"Konz.Verkehrssteu./Entwurf Verkehrsanl.";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";452124;-3245383;3697506;258750;-2650253;-2391503;387345;-3068957;-2681612;284345;-3111439;-2827094
"511013";"Planungs- und Gestaltungsberatung";"5110";"Stadtentwicklung, Städtebauliche Planung";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-630";"630 Baurechtsamt";1910;-149442;151352;0;-161282;-161282;0;-177692;-177692;0;-182667;-182667
"511101";"Liegenschaftskatasters/ Grdst Basisinfo.";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";224944;-1582673;1807617;174060;-1443958;-1269898;214500;-1630512;-1416012;214500;-1660938;-1446438
"511103";"Vermessungstech. Ingenieurleistungen";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";341140;-421116;762256;390000;-572069;-182069;350000;-519574;-169574;348000;-528373;-180373
"511104";"Liegenschaftsvermessungen";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";167507;-250894;418401;150000;-290776;-140776;150000;-297749;-147749;150000;-302942;-152942
"511106";"Geodateninfrastruktur";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-013";"013 Amt f. Projektentw., Stadtern.";0;-313702;313702;0;-466408;-466408;0;-424860;-424860;0;-449587;-449587
"511106";"Grundl.raumbez.Infosyst./Karten/Geodaten";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";79773;-535320;615094;168130;-583501;-415371;130240;-689088;-558848;120980;-589353;-468373
"511108";"Umlegungsverfahr. BauGB/son.Ordnungsmaß.";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";0;-51324;51324;1400000;-127374;1272626;0;-150974;-150974;1360200;-222529;1137671
"511110";"Kaufpreissa./Marktanalys.(Gutachtera.)";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";16466;-379155;395621;12940;-387073;-374133;17600;-400629;-383029;17050;-398760;-381710
"511111";"Wertgutachten (Gutachterausschuss)";"5111";"Flächen-, grdstücksbez. Daten u. Grundl.";"51";"Räumliche Planung und Entwicklung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_21";"THH 21 Vermessungsamt";"AMT-620";"620 Vermessungsamt";66348;-220884;287233;60610;-277176;-216566;70000;-218090;-148090;70000;-228720;-158720
"521000";"Ber./Brandverhütungssch. i. Bereich BauO";"5210";"Bauordnung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_20";"THH 20 Amt f. Brand-, Katastrophenschutz";"AMT-370";"370 Amt f. Brand-, Katastrophenschutz";43;-142342;142385;1;-111462;-111461;0;-179199;-179199;0;-200328;-200328
"521000";"Bauordnung";"5210";"Bauordnung";"52";"Bauen und Wohnen";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-630";"630 Baurechtsamt";3323990;-2894366;6218356;2622880;-2731152;-108272;4258420;-3186350;1072070;4258420;-3254858;1003562
"521002";"Baugenehmigungsverfahren";"5210";"Bauordnung";"52";"Bauen und Wohnen";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";218;-115963;116181;0;-336049;-336049;224;-119563;-119339;224;-121479;-121255
"522001";"Förderung des Mietwohnungsbaus";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";463;-1081013;1081476;34170;-736390;-702220;360000;-663595;-303595;0;-611003;-611003
"522002";"Förderung von Wohneigentum";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";40;-594632;594672;0;-445633;-445633;0;-480034;-480034;0;-491768;-491768
"522004";"Einkommensorientierte Förderung";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";472544;-1111990;1584534;557490;-1269345;-711855;419760;-753273;-333513;327250;-676515;-349265
"522005";"Erteilung von Wohnberechtigungsscheinen";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";10840;-133027;143867;11050;-94048;-82998;10840;-84091;-73251;10840;-85786;-74946
"522006";"Vermittlung von Wohnraum";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";0;-326583;326583;0;-155025;-155025;0;-191968;-191968;0;-195838;-195838
"522007";"Überwa. Zweckbindung geförd. Wohnungen";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";232;-182533;182765;13500;-146951;-133451;0;-125805;-125805;0;-128342;-128342
"522008";"Mietspiegel";"5220";"Wohnungsbauförd. u. Wohnungsversorgung";"52";"Bauen und Wohnen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";38358;-179778;218136;8500;-482200;-473700;50000;-28449;21551;10000;-222567;-212567
"522009";"Anwendung des Zweckentfremdungsverbots";"5220";"Wohnungsbauförderung und Wohnungsversorg";"52";"Bauen und Wohnen";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-630";"630 Baurechtsamt";23794;-58293;82086;50000;-45863;4137;59000;-59500;-500;59000;-61534;-2534
"523000";"Denkmalschutz und Denkmalpflege";"5230";"Denkmalschutz und Denkmalpflege";"52";"Bauen und Wohnen";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-630";"630 Baurechtsamt";37911;-353434;391346;44300;-331061;-286761;38000;-369582;-331582;38000;-372795;-334795
"535000";"Konzessionsabgabe";"5350";"Kombinierte Versorgung";"53";"Ver- und Entsorgung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";12074255;-4388;12078643;12224620;-10000;12214620;12512000;-6326;12505674;12422000;-9205;12412795
"536001";"Leitungsgebundene Breitbandinfrastruktur";"5360";"Telekommunikationseinrichtungen";"53";"Ver- und Entsorgung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";0;0;0;0;0;0;94;-62635;-62541;94;-68348;-68253
"537000";"Dienstleistungen für den EAF";"5370";"Abfallwirtschaft";"53";"Ver- und Entsorgung";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";36338;-30072;66410;48750;-35817;12933;38045;-28315;9730;38045;-28528;9517
"537000";"Abfallwirtschaft";"5370";"Abfallwirtschaft";"53";"Ver- und Entsorgung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";1293362;-437732;1731094;1152000;-437440;714560;1226000;-453312;772688;1194000;-389299;804701
"537009";"Zweckverband Protec Orsingen";"5370";"Abfallwirtschaft";"53";"Ver- und Entsorgung";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";7;-299051;299058;0;-297415;-297415;4;-156894;-156890;4;-157031;-157026
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";0;-2563;2563;0;-4717;-4717;0;-2710;-2710;0;-2741;-2741
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";0;-2832;2832;0;-2043;-2043;0;-2646;-2646;0;-2222;-2222
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";308;-7979;8287;200;-5222;-5022;308;-7085;-6778;308;-7167;-6860
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";0;-6119;6119;0;-4948;-4948;0;-5959;-5959;0;-6046;-6046
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";0;-1698;1698;3670;-1045;2625;0;-1705;-1705;0;-1735;-1735
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";0;-2024;2024;0;-3873;-3873;0;-2167;-2167;0;-2201;-2201
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;-16655;16655;0;-13741;-13741;0;-18110;-18110;0;-18303;-18303
"541001";"Bereitst./Betrieb v. Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;-11408;11408;0;-10385;-10385;0;-11890;-11890;0;-12123;-12123
"541001";"Gemeindestraßen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";8583143;-30572136;39155280;1676344;-19768228;-18091885;8038075;-32735447;-24697372;7690773;-32979586;-25288813
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";0;-9937;9937;0;-9094;-9094;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";3770;-1541;5311;0;-2043;-2043;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";72;-4691;4762;0;-3938;-3938;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";2849;-7097;9946;0;-6927;-6927;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";3393;-1079;4471;0;-1045;-1045;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";0;-1553;1553;0;-1473;-1473;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;-4199;4199;0;-3616;-3616;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;-10359;10359;0;-9675;-9675;0;0;0;0;0;0
"541007";"Stadtreinigung";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";64;-4444379;4444443;0;-4528416;-4528416;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";0;-3253;3253;0;-9094;-9094;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";0;-1059;1059;0;-2043;-2043;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";24;-3425;3449;0;-3938;-3938;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";0;-1002;1002;0;-4948;-4948;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";0;-765;765;0;-1045;-1045;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";0;-473;473;0;-1473;-1473;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;-1258;1258;0;-3616;-3616;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;-3072;3072;0;-9675;-9675;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";36;-151622;151658;0;-394786;-394786;0;0;0;0;0;0
"541008";"Winterdienst";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";0;-2624;2625;0;-4041;-4041;0;0;0;0;0;0
"541009";"Bereitst./Betr. öffent. Toilettenanlagen";"5410";"Gemeindestraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";60;-393942;394002;0;-275884;-275884;0;0;0;0;0;0
"542001";"Kreisstraßen";"5420";"Kreisstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";878852;-3345233;4224085;332988;-1480562;-1147574;845270;-3346181;-2500911;778755;-3272664;-2493909
"542007";"Stadtreinigung";"5420";"Kreisstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";0;-536158;536158;0;-571374;-571374;0;0;0;0;0;0
"542008";"Winterdienst";"5420";"Kreisstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";4;-18998;19003;0;-49827;-49827;0;0;0;0;0;0
"543001";"Landesstraßen";"5430";"Landesstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";720583;-945827;1666410;321997;-762354;-440357;708235;-1080316;-372081;704344;-1079468;-375124
"543007";"Stadtreinigung";"5430";"Landesstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";0;-123729;123729;0;-131855;-131855;0;0;0;0;0;0
"543008";"Winterdienst";"5430";"Landesstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";1;-4384;4385;0;-11499;-11499;0;0;0;0;0;0
"544001";"Bundesstraßen";"5440";"Bundesstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";1634575;-2956201;4590776;601294;-1579770;-978475;1543156;-2980446;-1437289;1536398;-2995780;-1459382
"544007";"Stadtreinigung";"5440";"Bundesstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";0;-247458;247458;0;-263711;-263711;0;0;0;0;0;0
"544008";"Winterdienst";"5440";"Bundesstraßen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";2;-8769;8771;0;-22997;-22997;0;0;0;0;0;0
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";0;0;0;0;0;0;0;-10505;-10505;0;-10657;-10657
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";0;0;0;0;0;0;3770;-1646;2124;3770;-1722;2048
