Produkt,Produktbezeichnung,Produktgruppe,Produktgruppenbezeichnung,Produktbereich,Produktbereich Bezeichnung,Dezernat,Dezernatsbezeichnung,Teilhaushalte,Teilhaushalte Bezeichnung,Amt / Dienststelle,Amt / Dienststelle Bezeichnung,Jahr,Art,Betrag
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-155,155 Ortsverw. Munzingen,2016,Aufwendungen,"-34493,26"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-155,155 Ortsverw. Munzingen,2017,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-155,155 Ortsverw. Munzingen,2017,Aufwendungen,"-36148,19"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-155,155 Ortsverw. Munzingen,2018,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-155,155 Ortsverw. Munzingen,2018,Aufwendungen,"-37154,87"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2015,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2015,Aufwendungen,"-20047,02"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2016,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2016,Aufwendungen,"-13467,06"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2017,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2017,Aufwendungen,"-15976,5"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2018,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-156,156 Ortsverw. Hochdorf,2018,Aufwendungen,"-16266,76"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2015,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2015,Aufwendungen,"-24986,03"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2016,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2016,Aufwendungen,"-20249,19"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2017,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2017,Aufwendungen,"-27186,92"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2018,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-157,157 Ortsverw. Ebnet,2018,Aufwendungen,"-27488,69"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2015,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2015,Aufwendungen,"-42506,19"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2016,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2016,Aufwendungen,"-33735,62"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2017,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2017,Aufwendungen,"-43883,44"
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2018,Erträge,0
551000,Grün-Freizeitflächen,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-158,158 Ortsverw. Kappel,2018,Aufwendungen,"-44831,8"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2015,Erträge,"312785,82"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2015,Aufwendungen,"-5639933,12"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2016,Erträge,312600
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2016,Aufwendungen,"-4741293,62"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2017,Erträge,"300369,37"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2017,Aufwendungen,"-6203384,96"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2018,Erträge,"298919,88"
551000, Öffentlichem Grün/Landschaftsbau,5510,Öffentliches Grün/Landschaftsbau,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2018,Aufwendungen,"-6286155,76"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2015,Erträge,"270369,25"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2015,Aufwendungen,"-912251,91"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2016,Erträge,242000
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2016,Aufwendungen,"-835254,42"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2017,Erträge,"269791,25"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2017,Aufwendungen,"-961281,89"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2018,Erträge,"269791,25"
552001,Kommunale Gewässer (inkl.Hochwassersch.),5520,Gew.schutz/Öffentl. Gew./Wasserbaul. Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-V,Dezernat V BM Prof. Dr. Haag,THH_26,"THH 26 Garten-, Tiefbauamt",AMT-660,"660 Garten-, Tiefbauamt",2018,Aufwendungen,"-995920,12"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2015,Erträge,"78330,01"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2015,Aufwendungen,"-1101827,58"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2016,Erträge,40600
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2016,Aufwendungen,"-976827,41"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2017,Erträge,"88596,42"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2017,Aufwendungen,"-1202107,05"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2018,Erträge,"115396,42"
552002,Gewässerschutz,5520,Gew.schutz/Öffentl.Gew/Wasserbaul.Anl,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-II,Dezernat II BMin Stuchlik,THH_07,THH 7 Umweltschutzamt,AMT-170,170 Umweltschutzamt,2018,Aufwendungen,"-1246327,9"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2015,Erträge,"8994,03"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2015,Aufwendungen,"-44690,66"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2016,Erträge,9850
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2016,Aufwendungen,"-44609,86"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2017,Erträge,8250
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2017,Aufwendungen,"-29084,74"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2018,Erträge,8250
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-151,151 Ortsverw. Lehen,2018,Aufwendungen,"-29642,08"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2015,Erträge,"16175,2"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2015,Aufwendungen,"-35607,96"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2016,Erträge,13640
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2016,Aufwendungen,"-12640,69"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2017,Erträge,16172
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2017,Aufwendungen,"-35152,72"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2018,Erträge,16172
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-152,152 Ortsverw. Opfingen,2018,Aufwendungen,-36228
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2015,Erträge,"11100,22"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2015,Aufwendungen,"-15529,74"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2016,Erträge,8900
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2016,Aufwendungen,"-2027,47"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2017,Erträge,"11093,52"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2017,Aufwendungen,"-14194,6"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2018,Erträge,"11093,52"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-153,153 Ortsverw. Waltershofen,2018,Aufwendungen,"-14293,48"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2015,Erträge,"12519,14"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2015,Aufwendungen,"-20487,61"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2016,Erträge,10200
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2016,Aufwendungen,"-4947,91"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2017,Erträge,12520
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2017,Aufwendungen,"-20495,64"
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2018,Erträge,12520
553000,Friedhof,5530,Friedhofs- und Bestattungswesen,55,"Natur- und Landschaftspflege,Friedhofsw.",DEZ-I,Dezernat I OB Dr. Salomon,THH_01,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",AMT-154,154 Ortsverw. Tiengen,2018,Aufwendungen,"-20793,95"
212002,Förderschulen,2120,Sonderschulen,21,Schulträgeraufgaben,DEZ-II,Dezernat II BMin Stuchlik,THH_08,"THH 8 Amt f. Schule, Bildung",AMT-400,"400 Amt f. Schule, Bildung",2015,Erträge,"587549,5"
212002,Förderschulen,2120,Sonderschulen,21,Schulträgeraufgaben,DEZ-II,Dezernat II BMin Stuchlik,THH_08,"THH 8 Amt f. Schule, Bildung",AMT-400,"400 Amt f. Schule, Bildung",2015,Aufwendungen,"-312690,62"
212002,Förderschulen,2120,Sonderschulen,21,Schulträgeraufgaben,DEZ-II,Dezernat II BMin Stuchlik,THH_08,"THH 8 Amt f. Schule, Bildung",AMT-400,"400 Amt f. Schule, Bildung",2016,Erträge,"576466,42"
212002,Förderschulen,2120,Sonderschulen,21,Schulträgeraufgaben,DEZ-II,Dezernat II BMin Stuchlik,THH_08,"THH 8 Amt f. Schule, Bildung",AMT-400,"400 Amt f. Schule, Bildung",2016,Aufwendungen,"-435904,1"
