Kontengruppe-Nummer;Kontengruppe;Profitcenter;Profitcenter-Bezeichnung;Art;PSP-Element;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017
57;Bilanzielle Aufwendungen;1401; Umweltkoordination ;2;;;;660,07;645,48;411,3;555,39
58;Aufwendungen aus internen Leistungsbeziehungen;1401; Umweltkoordination ;5;;;;0;0;500;0
40;Steuern und ähnliche Abgaben;1601; Steuern, allgem. Zuweisungen und Umlagen ;1;;;;-123.628.235,91;-123.980.596,58;-130.237.025,00;-133.993.741,00
41;Zuwendungen und allgemeine Umlagen;1601; Steuern, allgem. Zuweisungen und Umlagen ;1;;;;-55.010.138,66;-59.190.179,66;-59.192.432,00;-62.291.539,00
45;sonstige ordentliche Erträge;1601; Steuern, allgem. Zuweisungen und Umlagen ;1;;;;-723.007,63;-323.390,34;-1.069.160,00;-1.116.700,00
48;Erträge aus internen Leistungsbeziehungen;1601; Steuern, allgem. Zuweisungen und Umlagen ;4;;;;-23.832,58;-22.875,17;-22.000,00;-22.000,00
53;Transferaufwendungen;1601; Steuern, allgem. Zuweisungen und Umlagen ;2;;;;63.761.404,07;67.563.255,06;67.318.106,00;69.722.400,00
54;sonstige ordentliche Aufwendungen;1601; Steuern, allgem. Zuweisungen und Umlagen ;2;;;;164.987,63;223.422,13;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;1601; Steuern, allgem. Zuweisungen und Umlagen ;5;;;;0;0;0;0
44;Privatrechtliche Leistungsentgelte;1602; Sonst. Allgem. Finanzwirtschaft ;1;;;;-808.123,73;-816.585,61;-787.400,00;-820.400,00
45;sonstige ordentliche Erträge;1602; Sonst. Allgem. Finanzwirtschaft ;1;;;;-6.061.853,48;-6.558.508,75;-6.275.000,00;-6.139.183,00
46;Finanzerträge;1602; Sonst. Allgem. Finanzwirtschaft ;3;;;;-14.813,10;-2.692.582,67;-19.720,00;-2.478.909,00
54;sonstige ordentliche Aufwendungen;1602; Sonst. Allgem. Finanzwirtschaft ;2;;;;1.285.221,48;0;100.000,00;100.000,00
55;Zinsen und sonstige Finanzaufwendungen;1602; Sonst. Allgem. Finanzwirtschaft ;3;;;;14.310.262,92;13.621.894,28;16.624.755,00;16.150.618,00
41;Zuwendungen und allgemeine Umlagen;10101; Politische Gremien ;1;;;;0;0;0;0
44;Privatrechtliche Leistungsentgelte;10101; Politische Gremien ;1;;;;-9.631,63;-15.159,34;-8.200,00;-9.200,00
45;sonstige ordentliche Erträge;10101; Politische Gremien ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;10101; Politische Gremien ;4;;;;0;0;0;0
50;Personalaufwendungen;10101; Politische Gremien ;2;;;;204.023,26;232.628,52;225.999,12;224.530,04
51;Versorgungsaufwendungen;10101; Politische Gremien ;2;;;;53.414,83;43.553,24;49.360,72;26.883,72
52;Aufwendungen für Sach- und Dienstleistungen;10101; Politische Gremien ;2;;;;13.872,53;14.491,05;21.122,00;23.300,00
54;sonstige ordentliche Aufwendungen;10101; Politische Gremien ;2;;;;761.172,32;796.741,99;864.603,99;918.527,45
57;Bilanzielle Aufwendungen;10101; Politische Gremien ;2;;;;3.764,74;4.295,32;8.106,80;8.476,18
58;Aufwendungen aus internen Leistungsbeziehungen;10101; Politische Gremien ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;10102; Verwaltungsführung ;1;;;;-651,09;-651,02;-651,02;-560,85
43;öffentlich-rechtliche Leistungsentgelte;10102; Verwaltungsführung ;1;;;;0;-15,8;0;0
44;Privatrechtliche Leistungsentgelte;10102; Verwaltungsführung ;1;;;;-580,19;-296,7;-1.250,00;-510
45;sonstige ordentliche Erträge;10102; Verwaltungsführung ;1;;;;-135.662,00;0;0;0
48;Erträge aus internen Leistungsbeziehungen;10102; Verwaltungsführung ;4;;;;-32.271,00;-59.139,00;-31.615,00;-32.497,00
49;Außerordentliche Erträge;10102; Verwaltungsführung ;1;;;;0;0;0;0
50;Personalaufwendungen;10102; Verwaltungsführung ;2;;;;1.223.611,84;1.456.261,17;1.205.149,28;1.718.480,28
51;Versorgungsaufwendungen;10102; Verwaltungsführung ;2;;;;337.397,87;464.612,20;324.141,52;535.827,72
52;Aufwendungen für Sach- und Dienstleistungen;10102; Verwaltungsführung ;2;;;;12.287,82;9.368,03;11.720,00;10.470,00
54;sonstige ordentliche Aufwendungen;10102; Verwaltungsführung ;2;;;;34.022,13;40.683,81;41.390,24;55.263,53
57;Bilanzielle Aufwendungen;10102; Verwaltungsführung ;2;;;;4.063,37;3.923,87;3.574,89;3.859,00
59;Außerordentliche Aufwendungen;10102; Verwaltungsführung ;2;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;10201; Personalmanagement ;1;;;;-28.111,57;-27.267,37;-16.162,41;-28.261,17
43;öffentlich-rechtliche Leistungsentgelte;10201; Personalmanagement ;1;;;;-13.977,50;-16.062,50;-19.000,00;-19.000,00
44;Privatrechtliche Leistungsentgelte;10201; Personalmanagement ;1;;;;-814.646,75;-622.467,37;-656.538,00;-600.302,00
45;sonstige ordentliche Erträge;10201; Personalmanagement ;1;;;;-1.593.566,65;-2.758.917,84;0;0
48;Erträge aus internen Leistungsbeziehungen;10201; Personalmanagement ;4;;;;-22.920,00;-23.476,00;-27.187,00;-25.595,00
50;Personalaufwendungen;10201; Personalmanagement ;2;;;;2.253.593,63;1.910.759,19;1.976.712,32;2.204.340,32
51;Versorgungsaufwendungen;10201; Personalmanagement ;2;;;;292.391,73;356.821,40;282.497,92;374.455,76
52;Aufwendungen für Sach- und Dienstleistungen;10201; Personalmanagement ;2;;;;64.821,80;60.733,59;53.263,00;55.993,00
54;sonstige ordentliche Aufwendungen;10201; Personalmanagement ;2;;;;165.370,59;183.832,08;160.899,64;166.188,74
57;Bilanzielle Aufwendungen;10201; Personalmanagement ;2;;;;15.214,57;15.281,88;15.634,35;9.256,04
44;Privatrechtliche Leistungsentgelte;10202; Organisationsangelegenheiten ;1;;;;0;-156,5;-500;0
45;sonstige ordentliche Erträge;10202; Organisationsangelegenheiten ;1;;;;0;0;0;0
50;Personalaufwendungen;10202; Organisationsangelegenheiten ;2;;;;401.327,02;423.492,53;368.573,40;501.986,44
51;Versorgungsaufwendungen;10202; Organisationsangelegenheiten ;2;;;;149.598,09;167.402,05;106.435,12;175.597,76
52;Aufwendungen für Sach- und Dienstleistungen;10202; Organisationsangelegenheiten ;2;;;;2.544,44;1.944,64;5.000,00;3.000,00
54;sonstige ordentliche Aufwendungen;10202; Organisationsangelegenheiten ;2;;;;8.367,24;8.446,65;10.316,25;15.326,82
57;Bilanzielle Aufwendungen;10202; Organisationsangelegenheiten ;2;;;;458,58;281,6;281,6;281,59
41;Zuwendungen und allgemeine Umlagen;10203; Information und Kommunikation ;1;;;;0;0;0;0
44;Privatrechtliche Leistungsentgelte;10203; Information und Kommunikation ;1;;;;-308.905,60;-334.877,44;-249.033,00;-340.281,00
45;sonstige ordentliche Erträge;10203; Information und Kommunikation ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;10203; Information und Kommunikation ;4;;;;-44.437,00;-47.001,00;-37.772,00;-46.050,00
50;Personalaufwendungen;10203; Information und Kommunikation ;2;;;;595.859,37;618.346,39;520.553,92;633.169,88
51;Versorgungsaufwendungen;10203; Information und Kommunikation ;2;;;;66.373,87;108.608,51;49.338,20;105.201,24
52;Aufwendungen für Sach- und Dienstleistungen;10203; Information und Kommunikation ;2;;;;374,48;2.661,12;4.400,00;4.400,00
54;sonstige ordentliche Aufwendungen;10203; Information und Kommunikation ;2;;;;1.864.377,63;1.808.220,18;1.867.945,08;1.946.916,74
57;Bilanzielle Aufwendungen;10203; Information und Kommunikation ;2;;;;63.551,94;62.102,83;59.206,33;65.531,47
41;Zuwendungen und allgemeine Umlagen;10301; Allgemeiner Service ;1;;;;-7.458,39;-7.511,68;-7.458,39;-7.458,39
44;Privatrechtliche Leistungsentgelte;10301; Allgemeiner Service ;1;;;;-186.942,89;-208.032,78;-166.000,00;-169.100,00
45;sonstige ordentliche Erträge;10301; Allgemeiner Service ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;10301; Allgemeiner Service ;4;;;;-8.040,00;-8.010,00;-6.186,00;-14.882,00
49;Außerordentliche Erträge;10301; Allgemeiner Service ;1;;;;0;0;0;0
50;Personalaufwendungen;10301; Allgemeiner Service ;2;;;;625.879,05;341.218,72;786.198,56;408.340,08
51;Versorgungsaufwendungen;10301; Allgemeiner Service ;2;;;;84.226,88;12.260,96;111.420,20;11.543,00
52;Aufwendungen für Sach- und Dienstleistungen;10301; Allgemeiner Service ;2;;;;217.122,70;204.122,93;212.242,00;224.436,00
54;sonstige ordentliche Aufwendungen;10301; Allgemeiner Service ;2;;;;318.450,14;312.632,87;239.683,07;235.293,75
57;Bilanzielle Aufwendungen;10301; Allgemeiner Service ;2;;;;57.321,85;56.701,47;56.697,87;56.701,43
44;Privatrechtliche Leistungsentgelte;10302; Medienpool ;1;;;;-7.073,40;-7.000,00;-7.000,00;-7.000,00
45;sonstige ordentliche Erträge;10302; Medienpool ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;10302; Medienpool ;4;;;;-1.452,12;-800,87;-2.000,00;-2.000,00
50;Personalaufwendungen;10302; Medienpool ;2;;;;141.327,05;140.980,23;140.273,00;139.550,00
51;Versorgungsaufwendungen;10302; Medienpool ;2;;;;417,26;0;0;0
54;sonstige ordentliche Aufwendungen;10302; Medienpool ;2;;;;4.809,15;5.274,39;7.211,00;7.320,00
57;Bilanzielle Aufwendungen;10302; Medienpool ;2;;;;4.774,89;5.330,83;4.476,22;4.721,45
44;Privatrechtliche Leistungsentgelte;20101; Statistik und Informationsmanagement ;1;;;;-615,87;-1.029,59;-600;-600
50;Personalaufwendungen;20101; Statistik und Informationsmanagement ;2;;;;153.236,34;160.515,74;161.819,00;163.069,00
51;Versorgungsaufwendungen;20101; Statistik und Informationsmanagement ;2;;;;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;20101; Statistik und Informationsmanagement ;2;;;;7.631,26;4.901,17;4.897,00;5.624,00
54;sonstige ordentliche Aufwendungen;20101; Statistik und Informationsmanagement ;2;;;;1.011,01;1.332,99;3.092,35;2.074,37
44;Privatrechtliche Leistungsentgelte;20102; Wahlen ;1;;;;0;0;0;-80.000,00
45;sonstige ordentliche Erträge;20102; Wahlen ;1;;;;0;0;0;0
50;Personalaufwendungen;20102; Wahlen ;2;;;;17.272,93;40.604,32;27.157,60;27.876,44
51;Versorgungsaufwendungen;20102; Wahlen ;2;;;;3.222,52;3.821,41;3.341,20;4.115,08
52;Aufwendungen für Sach- und Dienstleistungen;20102; Wahlen ;2;;;;3.585,92;4.564,67;4.690,00;116.523,00
54;sonstige ordentliche Aufwendungen;20102; Wahlen ;2;;;;659,21;3.195,24;2.853,43;69.638,29
57;Bilanzielle Aufwendungen;20102; Wahlen ;2;;;;135,68;124,41;121,71;208,33
58;Aufwendungen aus internen Leistungsbeziehungen;20102; Wahlen ;5;;;;0;0;850;23.540,00
43;öffentlich-rechtliche Leistungsentgelte;20201; Allgemeine Sicherheit und Ordnung ;1;;;;-10.762,50;-13.954,35;-9.337,00;-9.654,00
44;Privatrechtliche Leistungsentgelte;20201; Allgemeine Sicherheit und Ordnung ;1;;;;-37.748,07;-44.925,97;-29.995,00;-30.947,00
45;sonstige ordentliche Erträge;20201; Allgemeine Sicherheit und Ordnung ;1;;;;-1.694,05;-6.330,00;-6.207,00;-6.418,00
50;Personalaufwendungen;20201; Allgemeine Sicherheit und Ordnung ;2;;;;691.909,50;741.549,76;740.001,40;617.669,84
51;Versorgungsaufwendungen;20201; Allgemeine Sicherheit und Ordnung ;2;;;;157.095,76;131.972,59;152.212,56;122.993,60
52;Aufwendungen für Sach- und Dienstleistungen;20201; Allgemeine Sicherheit und Ordnung ;2;;;;92.981,06;41.102,08;44.607,00;132.497,00
53;Transferaufwendungen;20201; Allgemeine Sicherheit und Ordnung ;2;;;;71.100,00;128.595,00;126.595,00;41.100,00
54;sonstige ordentliche Aufwendungen;20201; Allgemeine Sicherheit und Ordnung ;2;;;;33.156,70;38.325,30;41.331,82;34.145,76
57;Bilanzielle Aufwendungen;20201; Allgemeine Sicherheit und Ordnung ;2;;;;2.120,97;2.120,93;2.138,43;2.138,24
58;Aufwendungen aus internen Leistungsbeziehungen;20201; Allgemeine Sicherheit und Ordnung ;5;;;;0;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;20202; Allgemeine Gewerbeangelegenheiten ;1;;;;-88.524,87;-71.778,24;-119.278,00;-122.979,00
44;Privatrechtliche Leistungsentgelte;20202; Allgemeine Gewerbeangelegenheiten ;1;;;;-1.155,00;-645;-800;-1.155,00
45;sonstige ordentliche Erträge;20202; Allgemeine Gewerbeangelegenheiten ;1;;;;-7.650,00;-9.434,95;-8.808,00;-9.107,00
50;Personalaufwendungen;20202; Allgemeine Gewerbeangelegenheiten ;2;;;;294.872,31;300.389,16;326.612,20;307.996,56
51;Versorgungsaufwendungen;20202; Allgemeine Gewerbeangelegenheiten ;2;;;;30.070,19;36.162,87;29.021,52;37.352,08
52;Aufwendungen für Sach- und Dienstleistungen;20202; Allgemeine Gewerbeangelegenheiten ;2;;;;478,63;501,05;496;501
54;sonstige ordentliche Aufwendungen;20202; Allgemeine Gewerbeangelegenheiten ;2;;;;2.566,63;5.062,53;10.815,49;7.821,02
57;Bilanzielle Aufwendungen;20202; Allgemeine Gewerbeangelegenheiten ;2;;;;705,29;692,97;692,97;646,64
58;Aufwendungen aus internen Leistungsbeziehungen;20202; Allgemeine Gewerbeangelegenheiten ;5;;;;0;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;20203; Verkehrsangelegenheiten ;1;;;;-4.560,00;-9.420,00;-9.787,00;-4.837,00
44;Privatrechtliche Leistungsentgelte;20203; Verkehrsangelegenheiten ;1;;;;-13.314,34;-16.958,64;-17.729,00;-18.332,00
45;sonstige ordentliche Erträge;20203; Verkehrsangelegenheiten ;1;;;;-1.317.988,01;-937.217,65;-1.980.000,00;-1.561.420,00
50;Personalaufwendungen;20203; Verkehrsangelegenheiten ;2;;;;707.031,59;658.139,72;757.272,36;594.079,48
51;Versorgungsaufwendungen;20203; Verkehrsangelegenheiten ;2;;;;62.075,02;67.626,70;54.909,56;34.658,32
52;Aufwendungen für Sach- und Dienstleistungen;20203; Verkehrsangelegenheiten ;2;;;;31.800,30;25.082,86;33.227,00;33.470,00
53;Transferaufwendungen;20203; Verkehrsangelegenheiten ;2;;;;100;0;100;100
54;sonstige ordentliche Aufwendungen;20203; Verkehrsangelegenheiten ;2;;;;38.703,99;39.706,40;45.685,21;34.006,52
57;Bilanzielle Aufwendungen;20203; Verkehrsangelegenheiten ;2;;;;24.759,73;15.778,70;17.160,21;6.026,89
43;öffentlich-rechtliche Leistungsentgelte;20204; Personenstandswesen ;1;;;;-146.112,50;-229.522,00;-229.564,00;-225.000,00
44;Privatrechtliche Leistungsentgelte;20204; Personenstandswesen ;1;;;;-504;-8.716,00;-11.080,00;-11.191,00
45;sonstige ordentliche Erträge;20204; Personenstandswesen ;1;;;;0;0;-67;-70
50;Personalaufwendungen;20204; Personenstandswesen ;2;;;;432.667,29;503.898,40;466.005,84;512.935,60
51;Versorgungsaufwendungen;20204; Personenstandswesen ;2;;;;48.533,78;49.515,01;82.306,32;48.563,80
52;Aufwendungen für Sach- und Dienstleistungen;20204; Personenstandswesen ;2;;;;8.547,69;9.526,08;11.314,00;11.418,00
54;sonstige ordentliche Aufwendungen;20204; Personenstandswesen ;2;;;;12.652,95;10.144,94;15.083,44;14.839,26
57;Bilanzielle Aufwendungen;20204; Personenstandswesen ;2;;;;1.827,06;1.692,95;1.730,67;598,42
41;Zuwendungen und allgemeine Umlagen;20205; Ausländerwesen ;1;;;;0;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;20205; Ausländerwesen ;1;;;;-84.405,85;-81.700,30;-114.508,00;-165.076,00
44;Privatrechtliche Leistungsentgelte;20205; Ausländerwesen ;1;;;;-15.906,00;-16.814,81;-177;-15.183,00
45;sonstige ordentliche Erträge;20205; Ausländerwesen ;1;;;;-627,25;-370,35;0;-3.020,00
50;Personalaufwendungen;20205; Ausländerwesen ;2;;;;738.304,88;603.170,19;676.892,52;595.173,92
51;Versorgungsaufwendungen;20205; Ausländerwesen ;2;;;;150.146,38;94.429,35;117.061,00;116.653,60
52;Aufwendungen für Sach- und Dienstleistungen;20205; Ausländerwesen ;2;;;;13.386,44;13.803,94;11.178,00;14.796,00
53;Transferaufwendungen;20205; Ausländerwesen ;2;;;;66.116,28;73.224,82;71.341,00;79.054,00
54;sonstige ordentliche Aufwendungen;20205; Ausländerwesen ;2;;;;19.943,42;32.267,23;23.159,39;28.994,55
57;Bilanzielle Aufwendungen;20205; Ausländerwesen ;2;;;;3.282,40;3.657,19;2.972,38;2.893,70
41;Zuwendungen und allgemeine Umlagen;20206; Bürgerservice/Einwohnerangelegenheiten ;1;;;;-1.119,54;-1.190,85;-1.119,49;-1.119,55
43;öffentlich-rechtliche Leistungsentgelte;20206; Bürgerservice/Einwohnerangelegenheiten ;1;;;;-593.928,66;-601.478,98;-547.483,00;-551.260,00
44;Privatrechtliche Leistungsentgelte;20206; Bürgerservice/Einwohnerangelegenheiten ;1;;;;-5.114,06;-6.423,25;-9.610,00;-6.111,00
45;sonstige ordentliche Erträge;20206; Bürgerservice/Einwohnerangelegenheiten ;1;;;;-2.570,00;-460,5;-1.360,00;-2.184,00
50;Personalaufwendungen;20206; Bürgerservice/Einwohnerangelegenheiten ;2;;;;921.655,04;973.714,18;945.265,68;1.168.635,04
51;Versorgungsaufwendungen;20206; Bürgerservice/Einwohnerangelegenheiten ;2;;;;29.994,93;34.840,99;27.227,92;35.568,92
52;Aufwendungen für Sach- und Dienstleistungen;20206; Bürgerservice/Einwohnerangelegenheiten ;2;;;;28.321,70;28.719,22;37.069,00;41.626,00
53;Transferaufwendungen;20206; Bürgerservice/Einwohnerangelegenheiten ;2;;;;344.346,63;339.563,95;255.509,00;258.064,00
54;sonstige ordentliche Aufwendungen;20206; Bürgerservice/Einwohnerangelegenheiten ;2;;;;25.337,17;25.546,72;47.693,18;55.318,67
57;Bilanzielle Aufwendungen;20206; Bürgerservice/Einwohnerangelegenheiten ;2;;;;10.074,45;10.282,61;11.966,94;14.537,49
41;Zuwendungen und allgemeine Umlagen;30101; Emanuel-Felke-Schule ;1;;;;-134.330,72;-134.318,35;0;0
43;öffentlich-rechtliche Leistungsentgelte;30101; Emanuel-Felke-Schule ;1;;;;-10.326,50;-9.330,00;0;0
44;Privatrechtliche Leistungsentgelte;30101; Emanuel-Felke-Schule ;1;;;;-6.942,97;-5.688,51;0;0
45;sonstige ordentliche Erträge;30101; Emanuel-Felke-Schule ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30101; Emanuel-Felke-Schule ;4;;;;0;0;0;0
50;Personalaufwendungen;30101; Emanuel-Felke-Schule ;2;;;;42.172,66;50.749,47;0;0
51;Versorgungsaufwendungen;30101; Emanuel-Felke-Schule ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30101; Emanuel-Felke-Schule ;2;;;;222.230,68;208.954,07;0;0
53;Transferaufwendungen;30101; Emanuel-Felke-Schule ;2;;;;100.477,42;88.776,73;0;0
54;sonstige ordentliche Aufwendungen;30101; Emanuel-Felke-Schule ;2;;;;9.570,45;8.063,92;0;0
57;Bilanzielle Aufwendungen;30101; Emanuel-Felke-Schule ;2;;;;83.084,56;81.929,58;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30101; Emanuel-Felke-Schule ;5;;;;24,5;0;0;0
41;Zuwendungen und allgemeine Umlagen;30102; Eschenburgschule ;1;;;;-242.517,11;-236.393,97;0;0
43;öffentlich-rechtliche Leistungsentgelte;30102; Eschenburgschule ;1;;;;-52.373,00;-44.092,00;0;0
44;Privatrechtliche Leistungsentgelte;30102; Eschenburgschule ;1;;;;-2.454,21;-1.523,13;0;0
45;sonstige ordentliche Erträge;30102; Eschenburgschule ;1;;;;0;0;0;0
50;Personalaufwendungen;30102; Eschenburgschule ;2;;;;79.994,61;73.182,48;0;0
51;Versorgungsaufwendungen;30102; Eschenburgschule ;2;;;;16.524,71;19.818,91;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30102; Eschenburgschule ;2;;;;192.225,89;205.173,59;0;0
53;Transferaufwendungen;30102; Eschenburgschule ;2;;;;169.765,67;195.297,83;0;0
54;sonstige ordentliche Aufwendungen;30102; Eschenburgschule ;2;;;;9.534,45;7.986,82;0;0
57;Bilanzielle Aufwendungen;30102; Eschenburgschule ;2;;;;129.695,37;164.327,89;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30102; Eschenburgschule ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30103; Grundschule Moers-Hülsdonk ;1;;;;-174.389,27;-184.095,76;0;0
43;öffentlich-rechtliche Leistungsentgelte;30103; Grundschule Moers-Hülsdonk ;1;;;;-35.125,00;-45.914,00;0;0
44;Privatrechtliche Leistungsentgelte;30103; Grundschule Moers-Hülsdonk ;1;;;;-594,91;-2.751,64;0;0
45;sonstige ordentliche Erträge;30103; Grundschule Moers-Hülsdonk ;1;;;;0;0;0;0
50;Personalaufwendungen;30103; Grundschule Moers-Hülsdonk ;2;;;;40.906,23;32.958,19;0;0
51;Versorgungsaufwendungen;30103; Grundschule Moers-Hülsdonk ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30103; Grundschule Moers-Hülsdonk ;2;;;;168.511,54;151.642,20;0;0
53;Transferaufwendungen;30103; Grundschule Moers-Hülsdonk ;2;;;;117.988,89;133.662,48;0;0
54;sonstige ordentliche Aufwendungen;30103; Grundschule Moers-Hülsdonk ;2;;;;5.416,73;8.632,14;0;0
57;Bilanzielle Aufwendungen;30103; Grundschule Moers-Hülsdonk ;2;;;;105.907,13;106.672,09;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30103; Grundschule Moers-Hülsdonk ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30104; Eichendorffschule ;1;;;;-163.328,68;-174.959,60;0;0
43;öffentlich-rechtliche Leistungsentgelte;30104; Eichendorffschule ;1;;;;-76.659,50;-94.517,00;0;0
44;Privatrechtliche Leistungsentgelte;30104; Eichendorffschule ;1;;;;-1.470,31;-1.494,39;0;0
45;sonstige ordentliche Erträge;30104; Eichendorffschule ;1;;;;0;0;0;0
50;Personalaufwendungen;30104; Eichendorffschule ;2;;;;49.141,43;51.014,43;0;0
51;Versorgungsaufwendungen;30104; Eichendorffschule ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30104; Eichendorffschule ;2;;;;300.087,07;708.198,40;0;0
53;Transferaufwendungen;30104; Eichendorffschule ;2;;;;196.160,15;231.961,91;0;0
54;sonstige ordentliche Aufwendungen;30104; Eichendorffschule ;2;;;;7.158,02;8.954,42;0;0
57;Bilanzielle Aufwendungen;30104; Eichendorffschule ;2;;;;89.140,64;98.293,48;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30104; Eichendorffschule ;5;;;;3,62;0;0;0
41;Zuwendungen und allgemeine Umlagen;30105; Dorsterfeldschule ;1;;;;-138.551,45;-144.196,08;0;0
43;öffentlich-rechtliche Leistungsentgelte;30105; Dorsterfeldschule ;1;;;;-54.640,00;-56.776,00;0;0
44;Privatrechtliche Leistungsentgelte;30105; Dorsterfeldschule ;1;;;;-1.789,49;-4.800,13;0;0
45;sonstige ordentliche Erträge;30105; Dorsterfeldschule ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30105; Dorsterfeldschule ;4;;;;0;-128,75;0;0
50;Personalaufwendungen;30105; Dorsterfeldschule ;2;;;;72.523,73;72.394,41;0;0
51;Versorgungsaufwendungen;30105; Dorsterfeldschule ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30105; Dorsterfeldschule ;2;;;;395.877,39;395.353,40;0;0
53;Transferaufwendungen;30105; Dorsterfeldschule ;2;;;;170.845,00;184.745,19;0;0
54;sonstige ordentliche Aufwendungen;30105; Dorsterfeldschule ;2;;;;10.979,01;10.731,69;0;0
57;Bilanzielle Aufwendungen;30105; Dorsterfeldschule ;2;;;;120.250,10;120.477,37;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30105; Dorsterfeldschule ;5;;;;23,9;0;0;0
41;Zuwendungen und allgemeine Umlagen;30106; Regenbogenschule Meerfeld ;1;;;;-191.197,25;-198.647,74;0;0
43;öffentlich-rechtliche Leistungsentgelte;30106; Regenbogenschule Meerfeld ;1;;;;-57.085,50;-72.123,50;0;0
44;Privatrechtliche Leistungsentgelte;30106; Regenbogenschule Meerfeld ;1;;;;-3.792,09;-2.373,02;0;0
45;sonstige ordentliche Erträge;30106; Regenbogenschule Meerfeld ;1;;;;0;0;0;0
50;Personalaufwendungen;30106; Regenbogenschule Meerfeld ;2;;;;47.589,12;49.028,36;0;0
51;Versorgungsaufwendungen;30106; Regenbogenschule Meerfeld ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30106; Regenbogenschule Meerfeld ;2;;;;246.918,47;216.066,08;0;0
53;Transferaufwendungen;30106; Regenbogenschule Meerfeld ;2;;;;228.159,30;240.084,04;0;0
54;sonstige ordentliche Aufwendungen;30106; Regenbogenschule Meerfeld ;2;;;;14.496,00;12.511,22;0;0
57;Bilanzielle Aufwendungen;30106; Regenbogenschule Meerfeld ;2;;;;216.215,50;216.266,15;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30106; Regenbogenschule Meerfeld ;5;;;;10,6;47,67;0;0
41;Zuwendungen und allgemeine Umlagen;30107; St. Marien-Schule ;1;;;;-124.764,59;-149.878,61;0;0
43;öffentlich-rechtliche Leistungsentgelte;30107; St. Marien-Schule ;1;;;;-25.419,50;-44.794,50;0;0
44;Privatrechtliche Leistungsentgelte;30107; St. Marien-Schule ;1;;;;-685,49;-2.382,48;0;0
45;sonstige ordentliche Erträge;30107; St. Marien-Schule ;1;;;;0;0;0;0
50;Personalaufwendungen;30107; St. Marien-Schule ;2;;;;52.214,57;50.716,14;0;0
51;Versorgungsaufwendungen;30107; St. Marien-Schule ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30107; St. Marien-Schule ;2;;;;207.548,84;201.357,12;0;0
53;Transferaufwendungen;30107; St. Marien-Schule ;2;;;;120.499,83;201.963,71;0;0
54;sonstige ordentliche Aufwendungen;30107; St. Marien-Schule ;2;;;;6.454,53;7.213,05;0;0
57;Bilanzielle Aufwendungen;30107; St. Marien-Schule ;2;;;;6.554,00;6.953,08;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30107; St. Marien-Schule ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30108; Astrid-Lindgren-Schule ;1;;;;-92.937,52;-118.750,31;0;0
43;öffentlich-rechtliche Leistungsentgelte;30108; Astrid-Lindgren-Schule ;1;;;;-25.577,00;-27.872,00;0;0
44;Privatrechtliche Leistungsentgelte;30108; Astrid-Lindgren-Schule ;1;;;;-746,65;-1.417,68;0;0
45;sonstige ordentliche Erträge;30108; Astrid-Lindgren-Schule ;1;;;;0;0;0;0
50;Personalaufwendungen;30108; Astrid-Lindgren-Schule ;2;;;;53.939,95;46.964,43;0;0
51;Versorgungsaufwendungen;30108; Astrid-Lindgren-Schule ;2;;;;1.719,05;2.074,11;0;0
