Einzelplan;EPL-Bezeichnung;Kapitel;Kap_Bezeichnung;Haushaltsstelle;Zweckbestimmung;Ansatz für 2017  (EUR);Ansatz für 2018  (EUR);E/A;TGr-Titel;TGR_Kurzbezeichnung;Funktion;Funktionenplan.Kurzbezeichnung;Aufgabenschlüssel;Aufgabenschlüssel.Kurzbezeichnung
07;Kultusministerium;0701;Kultusministerium;0701-111 01;Gebühren, sonstige Entgelte;1.000;1.000;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-119 01;Sonstige Verwaltungseinnahmen;16.000;16.000;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-119 02;Einnahmen aus Veröffentlichungen;0;0;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-119 04;Einnahmen aus dem Verkauf des Firmentickets;0;0;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-119 30;Abwicklung offener Posten aus dem Vorjahr;0;0;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-132 01;Erlöse aus der Veräußerung von beweglichen Sachen;0;0;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-412 01;Aufwendungen für ehrenamtlich Tätige in den Beiräten nach dem NSchG;5.000;5.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-412 04;Entschädigungen an Vorsitzende der Einigungsstellen gem. § 71 Abs. 7 Nds. PersVG;3.000;3.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-421 01;Bezüge der Ministerpräsidentin, des Ministerpräsidenten, der Ministerinnen und Minister;180.000;184.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-421 02;Bezüge der Ministerpräsidentin, des Ministerpräsidenten, der Ministerinnen und Minister - Übergang;0;0;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-422 01;Bezüge und Nebenleistungen der Beamtinnen, Beamten, Richterinnen und Richter;15.928.000;16.099.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-422 19;Altersteilzeitzuschläge;0;0;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-427 01;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;3.000;3.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-427 63;Aufwendungen für nebenamtlich und nebenberuflich Tätige;0;0;A;1;Maßn. d. Gleichstellungsbeauftragten;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-428 01;Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Beschäftigte);0;0;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-428 06;Mehrarbeits- und Überstundenentgelt sowie Zeitzuschläge für Überstunden;1.000;1.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-441 01;Beihilfen für Beamtinnen, Beamte, Richterinnen und Richter;189.839.000;194.585.000;A;0;;841;Beihilfen, Unterstützungen;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0701;Kultusministerium;0701-441 04;Beihilfen für Sonstige (z. B. Abgeordnete, Ministerinnen und Minister);0;0;A;0;;841;Beihilfen, Unterstützungen;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0701;Kultusministerium;0701-441 05;Beihilfen für Arbeitnehmerinnen und Arbeitnehmer;25.000;25.000;A;0;;841;Beihilfen, Unterstützungen;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0701;Kultusministerium;0701-443 01;Fürsorgeleistungen;1.977.000;1.977.000;A;0;;011;Politische Führung;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0701;Kultusministerium;0701-453 01;Trennungsgeld oder -entschädigung, Umzugskostenvergütungen;29.000;29.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-511 01;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;278.000;328.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-511 02;Geschäftsbedarf der Hauptpersonalvertretungen;5.000;5.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-511 99;Unterhaltung, Ersatz und Ergänzung der Geräte sowie der sonstigen Gegenstände;50.000;50.000;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-514 01;Haltung von Dienstfahrzeugen und dgl.;18.000;18.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-517 01;Bewirtschaftung der Grundstücke, Gebäude und Räume;317.000;317.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-518 01;Mieten und Pachten für Grundstücke, Gebäude und Räume;298.000;298.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-518 02;Mieten und Pachten für Maschinen, Geräte und Fahrzeuge;40.000;40.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-519 01;Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen;17.000;17.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-525 01;Aus- und Fortbildung der Bediensteten;44.000;44.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-525 98;Aus- und Fortbildung der Bediensteten durch IT.N;8.000;8.000;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-525 99;Aus- und Fortbildung durch andere Dienstleister;3.000;3.000;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-526 01;Ausgaben für Sachverständige;3.000;3.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-526 02;Gerichtskosten und ähnliche Ausgaben;12.000;12.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-527 01;Reisekostenvergütungen für Dienstreisen;95.000;95.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-527 02;Reisekostenvergütungen für Reisen in Personalvertretungsangelegenheiten und in Angelegenheiten schwerbehinderter Menschen;49.000;49.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-527 62;Reisekostenvergütungen;5.000;5.000;A;1;Bildungspolitische Veranstaltungen;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-527 63;Reisekostenvergütungen;5.000;5.000;A;1;Maßn. d. Gleichstellungsbeauftragten;011;Politische Führung;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0701;Kultusministerium;0701-529 01;Zur Verfügung der Ministerin oder des Ministers;5.000;5.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-531 11;Veröffentlichungen und sonstige Kosten der Öffentlichkeitsarbeit;193.000;193.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-538 98;Ausgaben für Datenverarbeitung (Aufträge an IT.N);3.198.000;3.107.000;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-538 99;Ausgaben für Datenverarbeitung (Aufträge an Dritte);682.000;357.000;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-541 02;Ausgaben für Klausurtagungen;1.000;1.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-541 11;Zentrale Mittel für Veranstaltungen;20.000;20.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-546 01;Vermischte Ausgaben;15.000;15.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-546 02;Entschädigungs- und Ersatzleistungen an Dritte;5.000;5.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-546 03;Ausgaben für den Umzug und die Verlegung von Dienststellen;1.000;1.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-546 04;Ausgaben für den Kauf des Firmentickets;0;0;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-546 30;Abwicklung offener Posten aus dem Vorjahr;0;0;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-547 11;nicht aufteilbare sächliche Verwaltungsausgaben der Hauptpersonalvertretungen;9.000;9.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-547 62;Nicht aufteilbare sächliche Verwaltungsausgaben;9.000;9.000;A;1;Bildungspolitische Veranstaltungen;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-547 63;Nicht aufteilbare sächliche Verwaltungsausgaben;4.000;4.000;A;1;Maßn. d. Gleichstellungsbeauftragten;011;Politische Führung;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0701;Kultusministerium;0701-547 99;Nicht aufteilbare sächliche Verwaltungsausgaben;25.000;25.000;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-686 01;Mitgliedsbeiträge an Vereine, Verbände und Gesellschaften;1.000;1.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-812 15;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen;57.000;57.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-812 99;Erwerb von Geräten und sonstigen Gegenständen;0;0;A;1;Kosten der Informations- u. Kommunikations-;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0701;Kultusministerium;0701-972 16;Globale Minderausgabe 2016;0;0;A;0;;881;Globalposten;0740 0350;Globale Minderausgabe für den gesamten Epl.
07;Kultusministerium;0701;Kultusministerium;0701-981 07;Abführung an 1321 - 38107;386.000;386.000;A;0;;891;Haushaltstechnische Verrechnungen;0740 0310;Kultusministerium
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-119 01;Sonstige Verwaltungseinnahmen;2.000;2.000;E;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-119 30;Abwicklung offener Posten aus dem Vorjahr;0;0;E;0;;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-119 67;Rückflüsse aus nicht in Anspruch genommenen oder nicht zweckentsprechend verwendeten Zuwendungen (außerschul. Berufsbildung);2.000;2.000;E;1;;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-119 69;Sonstige Verwaltungseinnahmen (N-21);0;0;E;1;;129;Sonstige schulische Aufgaben;0720 0230;Schulen in Niedersachsen  online
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-119 70;Sonstige Verwaltungseinnahmen;0;0;E;1;;129;Sonstige schulische Aufgaben;0720 0440;Aus-, Fort- u. Weiterbildung, Medienpädagogik, NLQ
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-119 72;Sonstige Einnahmen;0;0;E;1;Investitionsprogramm des Bundes für Ganztagsschule;129;Sonstige schulische Aufgaben;0720 0210;Sachaufwendungen und Investitionen im
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-272 62;Zuweisungen u.a. der EU zur Durchführung von EU-Programmen sowie zur Pflege kultureller Beziehungen zum Ausland;0;0;E;1;;129;Sonstige schulische Aufgaben;0720 0990;Sonstige Maßnahmen (u.a. Versuche und
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-281 63;Erstattung von Verwaltungsausgaben aus sonstigen Bereichen;0;0;E;1;;129;Sonstige schulische Aufgaben;0720 0990;Sonstige Maßnahmen (u.a. Versuche und
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-282 01;Sonstige Zuschüsse aus dem Inland;9.000;9.000;E;0;;144;Förderung für Weiterbildungsteilnehmende;0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-331 72;"Zuweisungen des Bundes für das Investitionsprogramm für Ganztagsschulen ""Zukunft, Bildung und Betreuung""";0;0;E;1;Investitionsprogramm des Bundes für Ganztagsschule;129;Sonstige schulische Aufgaben;0720 0210;Sachaufwendungen und Investitionen im
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-412 66;Aufwendungen für ehrenamtlich Tätige;2.000;2.000;A;1;Kosten des Landesausschusses für  Berufs-;144;Förderung für Weiterbildungsteilnehmende;0720 0990;Sonstige Maßnahmen (u.a. Versuche und
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-427 62;Zuschüsse für ausländische Lehrkräfte;0;0;A;1;Pflege kultureller Beziehungen zum Ausland;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-427 80;Beschäftigungsentgelte, Aufwendungen für vorübergehend Beschäftigte;0;0;A;1;Koordinierungsstelle ganztägiges bilden;129;Sonstige schulische Aufgaben;0720 0990;Sonstige Maßnahmen (u.a. Versuche und
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-525 62;Erstattung von Auslagen an niedersächsische Lehrkräfte;0;0;A;1;Pflege kultureller Beziehungen zum Ausland;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-525 63;Aus- und Fortbildung;0;0;A;1;Förderung der Europakompetenz in Schule;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-525 70;Aus- und Fortbildung;0;0;A;1;Erwerb und Stärkung der Medienkompetenz;129;Sonstige schulische Aufgaben;0720 0440;Aus-, Fort- u. Weiterbildung, Medienpädagogik, NLQ
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-527 62;Reisekosten;0;0;A;1;Pflege kultureller Beziehungen zum Ausland;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-527 63;Reisekosten;0;0;A;1;Förderung der Europakompetenz in Schule;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-527 70;Reisekostenvergütungen;0;0;A;1;Erwerb und Stärkung der Medienkompetenz;129;Sonstige schulische Aufgaben;0720 0440;Aus-, Fort- u. Weiterbildung, Medienpädagogik, NLQ
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-527 74;Reisekostenvergütungen;8.000;8.000;A;1;Maßnahmen der politischen Bildung;144;Förderung für Weiterbildungsteilnehmende;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-527 81;Reisekosten;0;0;A;1;Expertengremium Arbeitszeitanalyse;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-546 30;Abwicklung offener Posten aus dem Vorjahr;0;0;A;0;;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 62;Nicht aufteilbare sächliche Verwaltungsausgaben;40.000;40.000;A;1;Pflege kultureller Beziehungen zum Ausland;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 63;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;1;Förderung der Europakompetenz in Schule;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 65;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;1;Zuweisungen für Einrichtungen der KMK und;144;Förderung für Weiterbildungsteilnehmende;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 66;Nicht aufteilbare sächliche Verwaltungsausgaben;1.000;1.000;A;1;Kosten des Landesausschusses für  Berufs-;144;Förderung für Weiterbildungsteilnehmende;0720 0990;Sonstige Maßnahmen (u.a. Versuche und
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 67;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;1;Förderg. d. außerschulischen Berufsbildung;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 68;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;1;Zuschüsse i.R.d. Bündnisses für duale Berufsausbil;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 70;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;1;Erwerb und Stärkung der Medienkompetenz;129;Sonstige schulische Aufgaben;0720 0440;Aus-, Fort- u. Weiterbildung, Medienpädagogik, NLQ
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 73;Nicht aufteilbare sächliche Verwaltungsausgaben;600.000;600.000;A;1;Begleitende Maß. zur Unterstützung der Inklusion;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 74;Nicht aufteilbare sächliche Verwaltungsausgaben;72.000;72.000;A;1;Maßnahmen der politischen Bildung;144;Förderung für Weiterbildungsteilnehmende;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 75;Nicht aufteilbare sächliche Verwaltungskosten;0;0;A;1;Zuschüsse für Projekte der Bildungsplanung;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 76;Nicht aufteilbare sächliche Verwaltungskosten;0;0;A;1;Zuschüsse für Projekte der Bildungsplanung;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 77;Nicht aufteilbare sächliche Verwaltungsausgaben;75.000;75.000;A;1;Wissenschaftliche Begleitung für Inklusion;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-547 81;Nicht aufteilbare sächliche Verwaltungsausgaben;10.000;10.000;A;1;Expertengremium Arbeitszeitanalyse;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-632 64;Zuweisung für die Kosten des Sekretariats der KMK sowie die gemeinsam finanzierten Einrichtungen;2.012.000;2.014.000;A;1;Zuweisungen für Einrichtungen der KMK und;011;Politische Führung;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-632 65;Zuweisung für besondere Projekte der KMK;773.000;773.000;A;1;Zuweisungen für Einrichtungen der KMK und;144;Förderung für Weiterbildungsteilnehmende;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-633 79;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;0;0;A;1;"Investitionsprogramm ""Inklusion an Schulen""";129;Sonstige schulische Aufgaben;0720 0210;Sachaufwendungen und Investitionen im
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-636 01;Unfallversicherung für Schüler und Kinder in Kindergärten;9.000.000;9.000.000;A;0;;223;Unfallversicherung;0720 0910;Unfallversicherung
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-671 01;Erstattung von Verwaltungskosten an die NBank;1.814.000;1.814.000;A;0;;011;Politische Führung;0740 0310;Kultusministerium
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-671 67;Verwaltungskostenerstattungen im Inland;0;0;A;1;Förderg. d. außerschulischen Berufsbildung;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0720 0520;Förderung von Investitionen in Aus-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-681 59;Sonstige Geldleistungen;9.000;9.000;A;0;;144;Förderung für Weiterbildungsteilnehmende;0720 0520;Förderung von Investitionen in Aus-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 52;Zuschuss des Landes Niedersachsen zur Finanzierung des Instituts für Film und Bild in München;60.000;58.000;A;0;;165;Forschung und experimentelle Entwicklung;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 53;Zuschüsse an politische Stiftungen;428.000;428.000;A;0;;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0740 0210;Politische Stiftungen
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 62;Zuschüsse für laufende Zwecke an öffentliche Einrichtungen;0;0;A;1;Pflege kultureller Beziehungen zum Ausland;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 63;Sonstige Zuschüsse für laufende Zweck im Inland;0;0;A;1;Förderung der Europakompetenz in Schule;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 64;"Zuschuss des Landes Niedersachsen zur Finanzierung der ""Stiftung zur Akkreditierung von Studiengängen in Deutschland""";42.000;46.000;A;1;Zuweisungen für Einrichtungen der KMK und;139;Sonstige Hochschulaufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 67;Zuschüsse für Lehrgänge, Kurse und Forschungsarbeiten für laufende Zwecke an öffentliche Einrichtungen;3.047.000;3.047.000;A;1;Förderg. d. außerschulischen Berufsbildung;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 75;Zuschüsse für laufende Zwecke an öffentliche Einrichtungen;0;0;A;1;Zuschüsse für Projekte der Bildungsplanung;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 76;Zuschüsse für laufende Zwecke an öffentlichen Einrichtungen;0;0;A;1;Zuschüsse für Projekte der Bildungsplanung;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-685 77;Zuschüsse für laufende Zwecke an öffentlichen Einrichtungen;0;0;A;1;Wissenschaftliche Begleitung für Inklusion;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 51;Zuschüsse im Rahmen der Förderung der Berufsausbildung;150.000;150.000;A;0;;144;Förderung für Weiterbildungsteilnehmende;0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 62;Sonstige Zuschüsse für laufende Zwecke im Inland;0;0;A;1;Pflege kultureller Beziehungen zum Ausland;024;Auslandsschulwesen u. kulturel-;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 68;Zuschüsse für Sonstige;0;0;A;1;Zuschüsse i.R.d. Bündnisses für duale Berufsausbil;153;Sonstige Weiterbildung (ohne Förderung f. Teiln.);0720 0510;Kursfinanzierung und übrige laufende
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 69;Sonstige Zuschüsse für laufende Zwecke im Inland;199.000;199.000;A;1;N-21: Schulen in Niedersachsen online;129;Sonstige schulische Aufgaben;0720 0230;Schulen in Niedersachsen  online
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 70;Sonstige Zuschüsse für laufende Zwecke im Inland;330.000;290.000;A;1;Erwerb und Stärkung der Medienkompetenz;129;Sonstige schulische Aufgaben;0720 0440;Aus-, Fort- u. Weiterbildung, Medienpädagogik, NLQ
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 72;Sonstige Zuschüsse für laufende Zwecke im Inland;0;0;A;1;Investitionsprogramm Bund für Ganztagsschulen;129;Sonstige schulische Aufgaben;0720 0210;Sachaufwendungen und Investitionen im
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 73;Zuschüsse an Sonstige;0;0;A;1;Begleitende Maß. zur Unterstützung der Inklusion;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 74;Sonstige Zuschüsse für laufende Zwecke im Inland;177.000;177.000;A;1;Maßnahmen der politischen Bildung;144;Förderung für Weiterbildungsteilnehmende;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
07;Kultusministerium;0702;Allgemeine Bewilligungen;0702-686 75;Zuschüsse an Sonstige;0;0;A;1;Zuschüsse für Projekte der Bildungsplanung;129;Sonstige schulische Aufgaben;0740 0390;Sonstige Maßnahmen (u.a. Beihilfen und Per-
